Target_genes	ZNF398|Average	SRX3322508|293	SRX3322509|293	SRX6742746|hES_BG01V	SRX6742745|hESC_H9	SRX16497164|K-562	SRX16497166|K-562	STRING
CALCOCO1	32.333333	0	194	0	0	0	0	0
AKAP11	32.333333	0	194	0	0	0	0	0
AHSA1	32.333333	0	194	0	0	0	0	0
ACOT7	32.333333	0	194	0	0	0	0	0
USP8	32.166667	0	193	0	0	0	0	0
TPRA1	32.166667	0	193	0	0	0	0	0
TMED3	32.166667	0	193	0	0	0	0	0
THEM4	32.166667	0	193	0	0	0	0	0
SNRPD1	32.166667	107	86	0	0	0	0	0
PTPDC1	32.166667	0	193	0	0	0	0	0
PRTG	32.166667	0	193	0	0	0	0	0
PPP1R13L	32.166667	0	193	0	0	0	0	0
MCM2	32.166667	0	193	0	0	0	0	0
LAMA1	32.166667	80	113	0	0	0	0	0
BCL2L11	32.166667	0	193	0	0	0	0	0
B2M	32.166667	93	100	0	0	0	0	0
VPS35	32.000000	0	192	0	0	0	0	0
SSBP1	32.000000	81	111	0	0	0	0	0
SOX12	32.000000	0	192	0	0	0	0	0
PKP2	32.000000	0	192	0	0	0	0	0
H3C15	32.000000	0	192	0	0	0	0	0
H3C14	32.000000	0	192	0	0	0	0	0
CACFD1	32.000000	0	192	0	0	0	0	0
ZNF610	31.833333	99	92	0	0	0	0	0
ZNF224	31.833333	82	109	0	0	0	0	0
STARD4	31.833333	191	0	0	0	0	0	0
PDE4C	31.833333	89	102	0	0	0	0	0
MTHFS	31.833333	80	111	0	0	0	0	0
KISS1	31.833333	106	85	0	0	0	0	0
ELOVL5	31.833333	0	191	0	0	0	0	0
C6orf226	31.833333	0	191	0	0	0	0	0
TRNT1	31.666667	84	106	0	0	0	0	0
TBC1D8	31.666667	190	0	0	0	0	0	0
SEC24D	31.666667	0	190	0	0	0	0	0
NOTCH2NLC	31.666667	0	190	0	0	0	0	0
NIBAN2	31.666667	0	190	0	0	0	0	0
MBD2	31.666667	0	190	0	0	0	0	0
IGF1R	31.666667	0	190	0	0	0	0	0
FHOD3	31.666667	76	114	0	0	0	0	0
FABP5	31.666667	0	190	0	0	0	0	0
CHP2	31.666667	94	96	0	0	0	0	0
CFLAR	31.666667	0	190	0	0	0	0	0
ST6GALNAC5	31.500000	0	189	0	0	0	0	0
RIMKLA	31.500000	0	189	0	0	0	0	0
MIEF1	31.500000	0	189	0	0	0	0	0
GAPVD1	31.500000	95	94	0	0	0	0	0
TNIP2	31.333333	0	188	0	0	0	0	0
TMEM243	31.333333	83	105	0	0	0	0	0
PDSS2	31.333333	80	108	0	0	0	0	0
PCNX4	31.333333	0	188	0	0	0	0	0
NBPF3	31.333333	0	188	0	0	0	0	0
MON1A	31.333333	97	91	0	0	0	0	0
EPC1	31.333333	0	188	0	0	0	0	0
ACTB	31.333333	0	188	0	0	0	0	0
TMSB10	31.166667	0	187	0	0	0	0	0
SHH	31.166667	0	187	0	0	0	0	0
SEC24A	31.166667	0	187	0	0	0	0	0
PKD2L2	31.166667	86	101	0	0	0	0	0
MKRN1	31.166667	0	187	0	0	0	0	0
KCTD17	31.166667	0	187	0	0	0	0	0
BLOC1S5	31.166667	82	105	0	0	0	0	0
ABHD3	31.166667	0	187	0	0	0	0	0
ABHD12	31.166667	0	187	0	0	0	0	0
WHAMM	31.000000	94	92	0	0	0	0	0
TMEM139	31.000000	186	0	0	0	0	0	0
TMEFF1	31.000000	90	96	0	0	0	0	0
TEPP	31.000000	0	186	0	0	0	0	0
SUSD5	31.000000	0	186	0	0	0	0	0
NBEAL1	31.000000	0	186	0	0	0	0	0
MIS18A	31.000000	0	186	0	0	0	0	0
HMCN2	31.000000	0	186	0	0	0	0	0
ENO3	31.000000	0	186	0	0	0	0	0
CDO1	31.000000	0	186	0	0	0	0	0
BHLHE22	31.000000	0	186	0	0	0	0	0
ALDH9A1	31.000000	77	109	0	0	0	0	0
WDR75	30.833333	0	185	0	0	0	0	0
TMEM8B	30.833333	86	99	0	0	0	0	0
TCEANC	30.833333	185	0	0	0	0	0	0
TAFA4	30.833333	0	185	0	0	0	0	0
NRIP1	30.833333	0	185	0	0	0	0	0
LRIG1	30.833333	0	185	0	0	0	0	0
DRG2	30.833333	0	185	0	0	0	0	0
TUT1	30.666667	98	86	0	0	0	0	0
STX18	30.666667	0	184	0	0	0	0	0
STK10	30.666667	0	184	0	0	0	0	0
SERPINA3	30.666667	0	184	0	0	0	0	0
PLCB3	30.666667	0	184	0	0	0	0	0
NFE2	30.666667	0	184	0	0	0	0	0
MTRF1L	30.666667	0	184	0	0	0	0	0
MCM7	30.666667	0	184	0	0	0	0	0
LGI4	30.666667	0	184	0	0	0	0	0
GATA3	30.666667	0	184	0	0	0	0	0
FOXC1	30.666667	0	184	0	0	0	0	0
EVA1C	30.666667	0	184	0	0	0	0	0
EIF4G1	30.666667	0	184	0	0	0	0	0
AP4M1	30.666667	0	184	0	0	0	0	0
ZNF487	30.500000	0	183	0	0	0	0	0
WNT7A	30.500000	98	85	0	0	0	0	0
TRIM32	30.500000	0	183	0	0	0	0	0
RERE	30.500000	0	183	0	0	0	0	0
OSBPL3	30.500000	0	183	0	0	0	0	0
MVK	30.500000	183	0	0	0	0	0	0
KCNK12	30.500000	103	80	0	0	0	0	0
HPS1	30.500000	0	183	0	0	0	0	0
HHEX	30.500000	126	57	0	0	0	0	0
C1QL3	30.500000	0	183	0	0	0	0	0
ASTN2	30.500000	0	183	0	0	0	0	0
AASDH	30.500000	65	118	0	0	0	0	0
ULBP1	30.333333	79	103	0	0	0	0	0
TTC5	30.333333	182	0	0	0	0	0	0
RELA	30.333333	0	182	0	0	0	0	0
PPP2R2B	30.333333	76	106	0	0	0	0	0
PPP1R14C	30.333333	84	98	0	0	0	0	0
HSPB8	30.333333	0	182	0	0	0	0	0
GAD1	30.333333	0	182	0	0	0	0	0
ARHGEF11	30.333333	0	182	0	0	0	0	0
TLE4	30.166667	0	181	0	0	0	0	0
THAP10	30.166667	181	0	0	0	0	0	0
S1PR2	30.166667	82	99	0	0	0	0	0
RABL6	30.166667	0	181	0	0	0	0	0
PTGR2	30.166667	0	181	0	0	0	0	0
PARD6B	30.166667	0	181	0	0	0	0	0
MMP15	30.166667	0	181	0	0	0	0	0
LDB3	30.166667	0	181	0	0	0	0	0
KCNH4	30.166667	0	0	0	181	0	0	0
HS6ST1	30.166667	0	181	0	0	0	0	0
DHRS11	30.166667	97	84	0	0	0	0	0
CEP83	30.166667	0	181	0	0	0	0	0
WDR54	30.000000	0	180	0	0	0	0	0
WDR5	30.000000	0	180	0	0	0	0	0
SMYD4	30.000000	0	180	0	0	0	0	0
SLC2A8	30.000000	0	180	0	0	0	0	0
SEPTIN11	30.000000	0	180	0	0	0	0	0
SCO2	30.000000	0	180	0	0	0	0	0
RPA1	30.000000	0	180	0	0	0	0	0
RELB	30.000000	0	180	0	0	0	0	0
PGD	30.000000	0	180	0	0	0	0	0
LBH	30.000000	0	180	0	0	0	0	0
HINT2	30.000000	0	180	0	0	0	0	0
GFOD2	30.000000	180	0	0	0	0	0	0
DLG5	30.000000	0	180	0	0	0	0	0
CROT	30.000000	0	180	0	0	0	0	0
COPS7B	30.000000	0	180	0	0	0	0	0
CBR1	30.000000	0	180	0	0	0	0	0
C2orf81	30.000000	0	180	0	0	0	0	0
ZNF468	29.833333	0	179	0	0	0	0	0
TSEN54	29.833333	0	179	0	0	0	0	0
PDE8B	29.833333	0	179	0	0	0	0	0
PDE4DIP	29.833333	0	179	0	0	0	0	0
MAPK4	29.833333	0	179	0	0	0	0	0
RCN2	29.666667	0	178	0	0	0	0	0
RAB13	29.666667	86	92	0	0	0	0	0
MSC	29.666667	0	178	0	0	0	0	0
MED20	29.666667	0	178	0	0	0	0	0
FXYD7	29.666667	0	178	0	0	0	0	0
DNAJB4	29.666667	0	0	0	0	178	0	0
BYSL	29.666667	0	178	0	0	0	0	0
B4GALT1	29.666667	0	178	0	0	0	0	0
SCRT1	29.500000	177	0	0	0	0	0	0
RAB2A	29.500000	0	177	0	0	0	0	0
KCNK7	29.500000	0	177	0	0	0	0	0
GIT1	29.500000	0	177	0	0	0	0	0
FKBP9	29.500000	0	177	0	0	0	0	0
ATP5F1E	29.500000	0	0	0	0	0	177	0
ZNF41	29.333333	0	176	0	0	0	0	0
UCK2	29.333333	0	176	0	0	0	0	0
TFDP2	29.333333	0	176	0	0	0	0	0
TEDC2	29.333333	0	176	0	0	0	0	0
SELENOH	29.333333	0	176	0	0	0	0	0
RPL27	29.333333	176	0	0	0	0	0	0
RMND5B	29.333333	0	176	0	0	0	0	0
LOXL4	29.333333	0	176	0	0	0	0	0
GPM6B	29.333333	0	176	0	0	0	0	0
FAXC	29.333333	0	176	0	0	0	0	0
ELAC1	29.333333	0	176	0	0	0	0	0
CCDC6	29.333333	0	176	0	0	0	0	0
TSPAN3	29.166667	0	175	0	0	0	0	0
TRIAP1	29.166667	86	89	0	0	0	0	0
TRAPPC10	29.166667	0	175	0	0	0	0	0
SRGAP2	29.166667	0	175	0	0	0	0	0
SLAIN1	29.166667	0	175	0	0	0	0	0
SEMA3G	29.166667	85	90	0	0	0	0	0
PWP2	29.166667	0	175	0	0	0	0	0
PPM1A	29.166667	0	175	0	0	0	0	0
NEK10	29.166667	0	175	0	0	0	0	0
LRP8	29.166667	0	175	0	0	0	0	0
LOC102724159	29.166667	0	175	0	0	0	0	0
FNDC5	29.166667	0	175	0	0	0	0	0
FAM72A	29.166667	0	175	0	0	0	0	0
EBAG9	29.166667	0	175	0	0	0	0	0
CYFIP1	29.166667	0	175	0	0	0	0	0
CTSC	29.166667	0	175	0	0	0	0	0
CSMD2	29.166667	0	175	0	0	0	0	0
CPLANE2	29.166667	0	175	0	0	0	0	0
CDC34	29.166667	0	175	0	0	0	0	0
SYNE1	29.000000	0	174	0	0	0	0	0
SOWAHC	29.000000	0	174	0	0	0	0	0
SNX9	29.000000	0	174	0	0	0	0	0
SEPTIN10	29.000000	0	174	0	0	0	0	0
PAQR7	29.000000	99	75	0	0	0	0	0
ICA1	29.000000	0	174	0	0	0	0	0
GNG10	29.000000	0	174	0	0	0	0	0
DTX2	29.000000	0	174	0	0	0	0	0
C15orf61	29.000000	0	174	0	0	0	0	0
ZNF281	28.833333	0	173	0	0	0	0	0
TUBA1B	28.833333	0	173	0	0	0	0	0
TEX264	28.833333	0	173	0	0	0	0	0
TCF20	28.833333	0	173	0	0	0	0	0
SNX6	28.833333	0	173	0	0	0	0	0
SEMA7A	28.833333	0	173	0	0	0	0	0
PKN2	28.833333	0	173	0	0	0	0	0
NEK8	28.833333	0	173	0	0	0	0	0
LIG4	28.833333	0	173	0	0	0	0	0
KCNB2	28.833333	0	173	0	0	0	0	0
HSBP1L1	28.833333	0	173	0	0	0	0	0
ADPRS	28.833333	67	106	0	0	0	0	0
ABHD13	28.833333	0	173	0	0	0	0	0
RRN3	28.666667	78	94	0	0	0	0	0
RPL15	28.666667	0	172	0	0	0	0	0
RBBP9	28.666667	0	172	0	0	0	0	0
IQGAP1	28.666667	0	172	0	0	0	0	0
BBS10	28.666667	0	172	0	0	0	0	0
ATP6V0C	28.666667	0	172	0	0	0	0	0
ZNF555	28.500000	0	171	0	0	0	0	0
ZHX3	28.500000	0	171	0	0	0	0	0
TRPC3	28.500000	0	171	0	0	0	0	0
TOX	28.500000	171	0	0	0	0	0	0
TMEM41A	28.500000	81	90	0	0	0	0	0
TMEM178B	28.500000	0	171	0	0	0	0	0
SLC37A4	28.500000	0	171	0	0	0	0	0
SLC36A4	28.500000	0	171	0	0	0	0	0
RPGRIP1L	28.500000	171	0	0	0	0	0	0
PABPC1	28.500000	0	171	0	0	0	0	0
HSPA12A	28.500000	0	171	0	0	0	0	0
GPN1	28.500000	0	171	0	0	0	0	0
FUZ	28.500000	0	171	0	0	0	0	0
FTO	28.500000	171	0	0	0	0	0	0
FGF18	28.500000	0	171	0	0	0	0	0
ETNPPL	28.500000	0	171	0	0	0	0	0
CCDC121	28.500000	0	171	0	0	0	0	0
ATAD3A	28.500000	0	171	0	0	0	0	0
ANKRD29	28.500000	0	171	0	0	0	0	0
TXNDC9	28.333333	0	170	0	0	0	0	0
TRIB2	28.333333	82	88	0	0	0	0	0
SLC39A13	28.333333	0	170	0	0	0	0	0
SLC35B4	28.333333	0	170	0	0	0	0	0
SHC4	28.333333	0	170	0	0	0	0	0
MRPL4	28.333333	74	96	0	0	0	0	0
EIF5B	28.333333	0	170	0	0	0	0	0
C5orf24	28.333333	0	170	0	0	0	0	0
C1QTNF2	28.333333	170	0	0	0	0	0	0
ATPAF1	28.333333	0	170	0	0	0	0	0
VDAC2	28.166667	0	169	0	0	0	0	0
SPNS1	28.166667	84	85	0	0	0	0	0
SCUBE1	28.166667	0	169	0	0	0	0	0
PGPEP1	28.166667	0	169	0	0	0	0	0
NRGN	28.166667	0	169	0	0	0	0	0
MFSD6	28.166667	0	169	0	0	0	0	0
MAPRE1	28.166667	0	169	0	0	0	0	0
LGALSL	28.166667	0	169	0	0	0	0	0
GPR88	28.166667	0	169	0	0	0	0	0
ACSS1	28.166667	0	169	0	0	0	0	0
ZNF836	28.000000	0	168	0	0	0	0	0
ZNF799	28.000000	0	168	0	0	0	0	0
TMEM64	28.000000	0	168	0	0	0	0	0
TMEM200C	28.000000	0	168	0	0	0	0	0
OCRL	28.000000	0	168	0	0	0	0	0
LMO7	28.000000	0	168	0	0	0	0	0
ITPR2	28.000000	0	168	0	0	0	0	0
HUS1	28.000000	0	168	0	0	0	0	0
EN2	28.000000	0	168	0	0	0	0	0
ZNF570	27.833333	0	167	0	0	0	0	0
ZNF569	27.833333	0	167	0	0	0	0	0
VPS13D	27.833333	0	167	0	0	0	0	0
TMC7	27.833333	0	167	0	0	0	0	0
SLC23A2	27.833333	0	167	0	0	0	0	0
ROPN1B	27.833333	0	167	0	0	0	0	0
PYGO1	27.833333	0	167	0	0	0	0	0
PRKACB	27.833333	0	167	0	0	0	0	0
PHLDB1	27.833333	0	167	0	0	0	0	0
NGLY1	27.833333	0	167	0	0	0	0	0
KLHL26	27.833333	167	0	0	0	0	0	0
DNAH7	27.833333	64	103	0	0	0	0	0
COPS3	27.833333	0	167	0	0	0	0	0
COG1	27.833333	0	167	0	0	0	0	0
CDC42SE2	27.833333	0	167	0	0	0	0	0
C7orf25	27.833333	0	167	0	0	0	0	0
ZBTB21	27.666667	0	166	0	0	0	0	0
VSTM2L	27.666667	166	0	0	0	0	0	0
USP4	27.666667	0	166	0	0	0	0	0
SMAD4	27.666667	0	166	0	0	0	0	0
RABGEF1	27.666667	0	166	0	0	0	0	0
RAB8B	27.666667	0	166	0	0	0	0	0
NNMT	27.666667	0	166	0	0	0	0	0
NDUFV3	27.666667	0	166	0	0	0	0	0
MRPS31	27.666667	0	166	0	0	0	0	0
MMUT	27.666667	0	166	0	0	0	0	0
INTS4	27.666667	0	166	0	0	0	0	0
GRB14	27.666667	0	166	0	0	0	0	0
GNPDA2	27.666667	0	166	0	0	0	0	0
GLCE	27.666667	0	166	0	0	0	0	0
CENPQ	27.666667	0	166	0	0	0	0	0
CDPF1	27.666667	0	166	0	0	0	0	0
BARX1	27.666667	0	166	0	0	0	0	0
AGTPBP1	27.666667	0	166	0	0	0	0	0
SH3BP1	27.500000	165	0	0	0	0	0	0
NTMT1	27.500000	0	165	0	0	0	0	0
MAPK1	27.500000	0	165	0	0	0	0	0
LRRFIP1	27.500000	0	165	0	0	0	0	0
CMTM8	27.500000	82	83	0	0	0	0	0
CCDC187	27.500000	165	0	0	0	0	0	0
C9orf50	27.500000	0	165	0	0	0	0	0
ANAPC4	27.500000	0	165	0	0	0	0	0
TRMT2A	27.333333	0	164	0	0	0	0	0
SPIRE1	27.333333	0	164	0	0	0	0	0
SPIDR	27.333333	0	164	0	0	0	0	0
SEC11A	27.333333	79	85	0	0	0	0	0
RTKN	27.333333	0	164	0	0	0	0	0
RANBP1	27.333333	0	164	0	0	0	0	0
PSMG2	27.333333	0	164	0	0	0	0	0
PRRG1	27.333333	0	164	0	0	0	0	0
PHYHD1	27.333333	0	164	0	0	0	0	0
IQCB1	27.333333	0	164	0	0	0	0	0
GARRE1	27.333333	164	0	0	0	0	0	0
FBLL1	27.333333	0	164	0	0	0	0	0
EAF2	27.333333	0	164	0	0	0	0	0
DAPK1	27.333333	0	164	0	0	0	0	0
CRNDE	27.333333	0	164	0	0	0	0	0
CARD10	27.333333	0	164	0	0	0	0	0
ADRB2	27.333333	87	77	0	0	0	0	0
TPK1	27.166667	97	66	0	0	0	0	0
TEFM	27.166667	0	163	0	0	0	0	0
PTPRCAP	27.166667	0	163	0	0	0	0	0
PRRG2	27.166667	0	163	0	0	0	0	0
NOSIP	27.166667	0	163	0	0	0	0	0
NKIRAS1	27.166667	0	163	0	0	0	0	0
GLYCTK	27.166667	0	163	0	0	0	0	0
FAM193A	27.166667	163	0	0	0	0	0	0
ETNK1	27.166667	0	163	0	0	0	0	0
ERLIN2	27.166667	163	0	0	0	0	0	0
CRCP	27.166667	59	104	0	0	0	0	0
BCL11A	27.166667	0	163	0	0	0	0	0
ZCCHC9	27.000000	162	0	0	0	0	0	0
XYLT1	27.000000	0	162	0	0	0	0	0
TSEN15	27.000000	0	162	0	0	0	0	0
SNRPD3	27.000000	0	162	0	0	0	0	0
RASL10A	27.000000	0	162	0	0	0	0	0
POLR1G	27.000000	0	162	0	0	0	0	0
NGF	27.000000	0	162	0	0	0	0	0
GUCD1	27.000000	0	162	0	0	0	0	0
DYNC2I2	27.000000	98	64	0	0	0	0	0
CACNG5	27.000000	0	162	0	0	0	0	0
C10orf88	27.000000	0	162	0	0	0	0	0
ZNF517	26.833333	0	161	0	0	0	0	0
WDCP	26.833333	0	161	0	0	0	0	0
TOE1	26.833333	0	161	0	0	0	0	0
TCF25	26.833333	161	0	0	0	0	0	0
RNPC3	26.833333	0	161	0	0	0	0	0
RASGEF1A	26.833333	0	161	0	0	0	0	0
PILRA	26.833333	161	0	0	0	0	0	0
PHC3	26.833333	0	161	0	0	0	0	0
NPTX1	26.833333	0	161	0	0	0	0	0
MUTYH	26.833333	0	161	0	0	0	0	0
CTXN1	26.833333	0	161	0	0	0	0	0
YPEL1	26.666667	0	160	0	0	0	0	0
TSPAN17	26.666667	0	160	0	0	0	0	0
TGFB2	26.666667	0	160	0	0	0	0	0
STK35	26.666667	160	0	0	0	0	0	0
SOGA1	26.666667	0	160	0	0	0	0	0
PTPN12	26.666667	0	160	0	0	0	0	0
NT5DC1	26.666667	0	160	0	0	0	0	0
MICU2	26.666667	0	160	0	0	0	0	0
MAN1A1	26.666667	0	160	0	0	0	0	0
KIAA1217	26.666667	0	160	0	0	0	0	0
GKAP1	26.666667	0	160	0	0	0	0	0
ETFDH	26.666667	0	160	0	0	0	0	0
CCDC93	26.666667	0	160	0	0	0	0	0
C4orf46	26.666667	0	160	0	0	0	0	0
ZNF521	26.500000	0	159	0	0	0	0	0
TEAD2	26.500000	0	159	0	0	0	0	0
SMOX	26.500000	0	159	0	0	0	0	0
NBPF1	26.500000	0	159	0	0	0	0	0
MAPK8IP2	26.500000	82	77	0	0	0	0	0
GOPC	26.500000	0	159	0	0	0	0	0
GATA2	26.500000	0	159	0	0	0	0	0
C5orf15	26.500000	74	85	0	0	0	0	0
VPS37A	26.333333	0	158	0	0	0	0	0
RNF139	26.333333	0	158	0	0	0	0	0
MAP3K9	26.333333	0	158	0	0	0	0	0
FGFRL1	26.333333	0	158	0	0	0	0	0
CNOT7	26.333333	0	158	0	0	0	0	0
B3GAT2	26.333333	0	158	0	0	0	0	0
ASB8	26.333333	158	0	0	0	0	0	0
AIG1	26.333333	0	158	0	0	0	0	0
ZNF484	26.166667	0	157	0	0	0	0	0
ZNF200	26.166667	0	157	0	0	0	0	0
WDR55	26.166667	81	76	0	0	0	0	0
VWA5B1	26.166667	90	67	0	0	0	0	0
S100A11	26.166667	0	157	0	0	0	0	0
RPL6	26.166667	0	157	0	0	0	0	0
PTPN11	26.166667	0	157	0	0	0	0	0
PPP2R2C	26.166667	0	157	0	0	0	0	0
IARS2	26.166667	0	157	0	0	0	0	0
GAGE8	26.166667	157	0	0	0	0	0	0
GAGE2E	26.166667	157	0	0	0	0	0	0
GAGE2D	26.166667	157	0	0	0	0	0	0
GAGE13	26.166667	157	0	0	0	0	0	0
DYNC1LI1	26.166667	0	157	0	0	0	0	0
CCDC28B	26.166667	0	157	0	0	0	0	0
CAPZB	26.166667	0	157	0	0	0	0	0
ACSL1	26.166667	0	157	0	0	0	0	0
SNX5	26.000000	156	0	0	0	0	0	0
SFMBT2	26.000000	0	156	0	0	0	0	0
PELP1	26.000000	156	0	0	0	0	0	0
MGME1	26.000000	156	0	0	0	0	0	0
LMNB1	26.000000	0	156	0	0	0	0	0
KRBA2	26.000000	0	156	0	0	0	0	0
CSPG5	26.000000	0	156	0	0	0	0	0
BCAR3	26.000000	0	156	0	0	0	0	0
ANKRD36C	26.000000	156	0	0	0	0	0	0
ZMYND15	25.833333	0	155	0	0	0	0	0
TBXA2R	25.833333	0	155	0	0	0	0	0
ROCK2	25.833333	0	155	0	0	0	0	0
PICK1	25.833333	82	73	0	0	0	0	0
PIBF1	25.833333	155	0	0	0	0	0	0
OXNAD1	25.833333	0	155	0	0	0	0	0
KIF21B	25.833333	0	155	0	0	0	0	0
FERMT2	25.833333	0	155	0	0	0	0	0
FANCI	25.833333	0	155	0	0	0	0	0
ECHDC1	25.833333	0	155	0	0	0	0	0
DPH3	25.833333	0	155	0	0	0	0	0
DIS3	25.833333	155	0	0	0	0	0	0
CXCL16	25.833333	0	155	0	0	0	0	0
ASPH	25.833333	0	155	0	0	0	0	0
AKAP9	25.833333	0	155	0	0	0	0	0
ZDHHC6	25.666667	0	154	0	0	0	0	0
VTI1A	25.666667	0	154	0	0	0	0	0
TMTC2	25.666667	0	154	0	0	0	0	0
PCYOX1L	25.666667	0	154	0	0	0	0	0
MAD2L1BP	25.666667	0	154	0	0	0	0	0
GTPBP2	25.666667	0	154	0	0	0	0	0
EPN1	25.666667	0	154	0	0	0	0	0
CSK	25.666667	0	154	0	0	0	0	0
CPZ	25.666667	0	154	0	0	0	0	0
CCDC57	25.666667	0	154	0	0	0	0	0
BAG3	25.666667	0	154	0	0	0	0	0
ACO1	25.666667	0	154	0	0	0	0	0
WWC1	25.500000	0	153	0	0	0	0	0
ULBP2	25.500000	0	153	0	0	0	0	0
UBR4	25.500000	0	153	0	0	0	0	0
TRPS1	25.500000	0	153	0	0	0	0	0
RTL1	25.500000	0	153	0	0	0	0	0
PCOLCE	25.500000	0	153	0	0	0	0	0
MCF2L	25.500000	0	153	0	0	0	0	0
GATD3B	25.500000	0	153	0	0	0	0	0
GATD3A	25.500000	0	153	0	0	0	0	0
CNKSR3	25.500000	0	153	0	0	0	0	0
C9orf40	25.500000	0	153	0	0	0	0	0
ZNF354A	25.333333	0	152	0	0	0	0	0
WDR59	25.333333	0	152	0	0	0	0	0
TADA3	25.333333	0	152	0	0	0	0	0
SYBU	25.333333	0	152	0	0	0	0	0
STX8	25.333333	0	152	0	0	0	0	0
STX11	25.333333	0	152	0	0	0	0	0
RTN2	25.333333	0	152	0	0	0	0	0
RP1L1	25.333333	0	152	0	0	0	0	0
POMT1	25.333333	0	152	0	0	0	0	0
PGM2	25.333333	0	152	0	0	0	0	0
MAP4K4	25.333333	0	152	0	0	0	0	0
KBTBD2	25.333333	0	152	0	0	0	0	0
CLDN23	25.333333	0	152	0	0	0	0	0
CFAP52	25.333333	0	152	0	0	0	0	0
ARTN	25.333333	0	152	0	0	0	0	0
ARPC4-TTLL3	25.333333	0	152	0	0	0	0	0
ARPC4	25.333333	0	152	0	0	0	0	0
AP1G2	25.333333	0	152	0	0	0	0	0
ALDH16A1	25.333333	0	152	0	0	0	0	0
AGTRAP	25.333333	0	152	0	0	0	0	0
ZXDB	25.166667	0	151	0	0	0	0	0
ZNF441	25.166667	0	151	0	0	0	0	0
SYNGAP1	25.166667	0	151	0	0	0	0	0
SLC25A19	25.166667	151	0	0	0	0	0	0
REPS1	25.166667	0	151	0	0	0	0	0
RELN	25.166667	0	151	0	0	0	0	0
LEMD2	25.166667	0	151	0	0	0	0	0
IL10RB	25.166667	151	0	0	0	0	0	0
GLG1	25.166667	0	151	0	0	0	0	0
ERAL1	25.166667	82	69	0	0	0	0	0
EIF2B3	25.166667	0	151	0	0	0	0	0
C8orf37	25.166667	0	151	0	0	0	0	0
BAX	25.166667	0	151	0	0	0	0	0
ADA	25.166667	0	151	0	0	0	0	0
ACOT9	25.166667	0	151	0	0	0	0	0
ZSWIM7	25.000000	0	150	0	0	0	0	0
ZNF282	25.000000	0	150	0	0	0	0	0
ZNF227	25.000000	0	150	0	0	0	0	0
TTC19	25.000000	0	150	0	0	0	0	0
SLC9A5	25.000000	0	150	0	0	0	0	0
PSPH	25.000000	0	150	0	0	0	0	0
PGBD5	25.000000	0	150	0	0	0	0	0
MTHFD2	25.000000	0	150	0	0	0	0	0
MAP7D3	25.000000	0	150	0	0	0	0	0
HCRTR2	25.000000	0	150	0	0	0	0	0
DLGAP5	25.000000	0	150	0	0	0	0	0
DAZAP2	25.000000	0	150	0	0	0	0	0
CCT6A	25.000000	0	150	0	0	0	0	0
ZNF319	24.833333	0	149	0	0	0	0	0
USB1	24.833333	0	149	0	0	0	0	0
TWSG1	24.833333	0	149	0	0	0	0	0
THAP1	24.833333	0	149	0	0	0	0	0
RPLP1	24.833333	0	149	0	0	0	0	0
PSMD9	24.833333	0	149	0	0	0	0	0
NOMO2	24.833333	0	149	0	0	0	0	0
NEUROD2	24.833333	0	149	0	0	0	0	0
NDFIP2	24.833333	0	149	0	0	0	0	0
LGR6	24.833333	149	0	0	0	0	0	0
HPD	24.833333	0	149	0	0	0	0	0
FAM122A	24.833333	0	149	0	0	0	0	0
CREG1	24.833333	0	149	0	0	0	0	0
ATP1A1	24.833333	0	149	0	0	0	0	0
TM7SF2	24.666667	148	0	0	0	0	0	0
TAF10	24.666667	0	148	0	0	0	0	0
SNX22	24.666667	0	148	0	0	0	0	0
SLC2A4	24.666667	0	148	0	0	0	0	0
SIVA1	24.666667	0	148	0	0	0	0	0
SGSM3	24.666667	0	148	0	0	0	0	0
PEX5L	24.666667	0	148	0	0	0	0	0
LOC114841035	24.666667	0	148	0	0	0	0	0
KIF7	24.666667	0	148	0	0	0	0	0
JOSD1	24.666667	0	148	0	0	0	0	0
FKBP2	24.666667	0	148	0	0	0	0	0
EPHA6	24.666667	0	148	0	0	0	0	0
EEF1G	24.666667	75	73	0	0	0	0	0
DSG2	24.666667	0	148	0	0	0	0	0
DDR2	24.666667	0	148	0	0	0	0	0
CELSR1	24.666667	0	148	0	0	0	0	0
C14orf28	24.666667	0	148	0	0	0	0	0
BTBD1	24.666667	0	148	0	0	0	0	0
BRMS1L	24.666667	0	148	0	0	0	0	0
ART5	24.666667	0	148	0	0	0	0	0
ACAA2	24.666667	0	148	0	0	0	0	0
ZMAT1	24.500000	0	147	0	0	0	0	0
TMEM234	24.500000	0	147	0	0	0	0	0
TBC1D15	24.500000	0	147	0	0	0	0	0
SYT1	24.500000	0	0	147	0	0	0	0
SH2D3A	24.500000	0	147	0	0	0	0	0
NFATC2IP	24.500000	0	147	0	0	0	0	0
GREB1L	24.500000	0	147	0	0	0	0	0
EIF3I	24.500000	0	147	0	0	0	0	0
EIF2S2	24.500000	0	147	0	0	0	0	0
EEF1AKNMT	24.500000	147	0	0	0	0	0	0
DKK2	24.500000	0	147	0	0	0	0	0
CNOT10	24.500000	0	147	0	0	0	0	0
ACVRL1	24.500000	0	147	0	0	0	0	0
ZNF322	24.333333	0	146	0	0	0	0	0
WRNIP1	24.333333	0	146	0	0	0	0	0
