Target_genes	UBTF|Average	SRX2423977|GM12878	SRX2423978|GM12878	SRX2424229|HeLa	SRX2424230|HeLa	SRX10478330|Hep_G2	SRX10478331|Hep_G2	SRX1519704|hESC_H9	SRX1519705|hESC_H9	SRX150418|K-562	SRX150721|K-562	SRX23177015|PLC/PRF/5	SRX23177016|PLC/PRF/5	STRING
GOLT1A	31.000000	0	0	0	0	161	211	0	0	0	0	0	0	0
GMPR2	31.000000	0	0	0	0	177	195	0	0	0	0	0	0	0
GATAD2B	31.000000	0	0	0	0	100	0	0	0	0	272	0	0	0
DHFR	31.000000	0	0	0	0	208	164	0	0	0	0	0	0	0
CLDN14	31.000000	0	0	0	0	197	175	0	0	0	0	0	0	0
CCNE2	31.000000	0	0	0	0	131	241	0	0	0	0	0	0	0
SRP72	30.916667	0	0	0	0	271	100	0	0	0	0	0	0	0
SMS	30.916667	0	0	0	0	244	0	0	0	0	127	0	0	0
OTUD7A	30.916667	0	0	0	0	239	0	0	0	0	132	0	0	0
NIFK	30.916667	0	0	0	0	201	170	0	0	0	0	0	0	0
MARVELD1	30.916667	0	0	0	0	0	0	0	0	151	220	0	0	0
DYNLT3	30.916667	0	0	0	0	224	147	0	0	0	0	0	0	0
CATSPER2	30.916667	0	0	0	0	371	0	0	0	0	0	0	0	0
ZNF761	30.833333	0	0	0	0	168	202	0	0	0	0	0	0	0
TOMM7	30.833333	0	0	0	0	168	202	0	0	0	0	0	0	0
RBM4B	30.833333	0	0	0	0	171	199	0	0	0	0	0	0	0
PGPEP1	30.833333	0	0	0	0	247	123	0	0	0	0	0	0	0
DZIP1	30.833333	0	0	0	0	235	135	0	0	0	0	0	0	0
CFAP36	30.833333	0	0	0	0	178	192	0	0	0	0	0	0	0
CDKN1C	30.833333	0	0	0	0	0	0	0	0	157	213	0	0	0
CASP8	30.833333	0	0	0	0	109	261	0	0	0	0	0	0	0
BMI1	30.833333	0	0	0	0	221	0	0	0	0	149	0	0	0
ABHD2	30.833333	0	0	0	0	105	79	0	0	0	0	186	0	0
ZNF275	30.750000	0	0	0	0	261	108	0	0	0	0	0	0	0
UMPS	30.750000	0	0	0	0	216	153	0	0	0	0	0	0	0
SELENOV	30.750000	0	0	0	0	278	91	0	0	0	0	0	0	0
RTKN2	30.750000	0	0	0	0	210	159	0	0	0	0	0	0	0
RPL3	30.750000	0	0	0	0	148	150	0	0	0	71	0	0	0
PRAP1	30.750000	0	0	0	0	210	159	0	0	0	0	0	0	0
NGDN	30.750000	0	0	0	0	212	157	0	0	0	0	0	0	0
MLXIP	30.750000	0	0	0	0	254	0	0	0	0	115	0	0	0
GRIP1	30.750000	0	0	0	0	369	0	0	0	0	0	0	0	0
GK	30.750000	0	0	0	0	132	98	0	0	0	139	0	0	0
C1orf216	30.750000	0	0	0	0	0	0	0	0	167	202	0	0	0
ZNF548	30.666667	0	0	0	0	193	175	0	0	0	0	0	0	0
ZBTB14	30.666667	0	0	0	0	132	0	0	0	0	105	131	0	0
WDR6	30.666667	0	0	0	0	149	113	0	0	0	0	106	0	0
R3HDML	30.666667	0	0	0	0	234	134	0	0	0	0	0	0	0
NT5C3B	30.666667	0	0	0	0	265	103	0	0	0	0	0	0	0
KLHL10	30.666667	0	0	0	0	265	103	0	0	0	0	0	0	0
DGKD	30.666667	0	0	0	0	131	111	0	0	0	126	0	0	0
TMEM178A	30.583333	0	0	0	0	367	0	0	0	0	0	0	0	0
SRD5A1	30.583333	0	0	0	0	367	0	0	0	0	0	0	0	0
SGO1	30.583333	0	0	0	0	114	152	0	0	0	101	0	0	0
NOL8	30.583333	0	0	0	0	248	119	0	0	0	0	0	0	0
NAT8	30.583333	0	0	0	0	179	188	0	0	0	0	0	0	0
HDAC3	30.583333	0	0	0	0	274	93	0	0	0	0	0	0	0
HCN3	30.583333	0	0	0	0	367	0	0	0	0	0	0	0	0
GGT1	30.583333	0	0	0	0	198	169	0	0	0	0	0	0	0
ENKUR	30.583333	0	0	0	0	145	116	0	0	0	106	0	0	0
CENPP	30.583333	0	0	0	0	248	119	0	0	0	0	0	0	0
CCDC74A	30.583333	0	0	0	0	202	0	0	0	0	165	0	0	0
BBC3	30.583333	0	0	0	0	272	95	0	0	0	0	0	0	0
ANKRD13A	30.583333	0	0	0	0	367	0	0	0	0	0	0	0	0
TAL1	30.500000	0	0	0	0	0	0	0	0	116	250	0	0	0
SIRT4	30.500000	0	0	0	0	0	244	0	0	0	122	0	0	0
PPP1R13L	30.500000	0	0	0	0	120	100	0	0	0	0	146	0	0
MAPRE1	30.500000	0	0	0	0	185	181	0	0	0	0	0	0	0
MAP7	30.500000	0	0	0	0	140	0	0	0	0	226	0	0	0
LBHD2	30.500000	0	0	0	0	366	0	0	0	0	0	0	0	0
FLNC	30.500000	0	0	0	0	0	0	0	0	167	199	0	0	0
TNKS1BP1	30.416667	0	0	0	0	106	92	0	0	0	167	0	0	0
PARS2	30.416667	0	0	0	0	230	135	0	0	0	0	0	0	0
NLRC4	30.416667	0	0	0	0	185	180	0	0	0	0	0	0	0
GNAT2	30.416667	0	0	0	0	138	120	0	0	0	107	0	0	0
CD2BP2	30.416667	0	0	0	0	227	138	0	0	0	0	0	0	0
ARHGEF18	30.416667	0	0	0	0	258	107	0	0	0	0	0	0	0
AMPD2	30.416667	0	0	0	0	138	120	0	0	0	107	0	0	0
ZNF618	30.333333	0	0	0	0	185	0	0	0	0	179	0	0	0
SPTLC1	30.333333	0	0	0	0	205	159	0	0	0	0	0	0	0
SDSL	30.333333	0	0	0	0	107	0	0	0	0	257	0	0	0
PSMB8	30.333333	0	0	0	0	211	153	0	0	0	0	0	0	0
POLR2L	30.333333	0	0	0	0	284	0	0	0	0	80	0	0	0
PLRG1	30.333333	0	0	0	0	123	126	0	0	0	115	0	0	0
NEIL3	30.333333	0	0	0	0	155	209	0	0	0	0	0	0	0
LOC112577592	30.333333	0	0	0	0	259	105	0	0	0	0	0	0	0
ZNF772	30.250000	0	0	0	0	140	223	0	0	0	0	0	0	0
ZIM2	30.250000	0	0	0	0	136	0	0	0	0	0	227	0	0
VAV2	30.250000	0	0	0	0	363	0	0	0	0	0	0	0	0
SMIM11B	30.250000	0	0	0	0	265	98	0	0	0	0	0	0	0
SMIM11A	30.250000	0	0	0	0	265	98	0	0	0	0	0	0	0
PEG3	30.250000	0	0	0	0	136	0	0	0	0	0	227	0	0
EOLA1	30.250000	0	0	0	0	0	0	0	0	0	0	232	131	0
CASS4	30.250000	0	0	0	0	0	96	0	0	0	267	0	0	0
C19orf48	30.250000	0	0	109	0	124	0	0	0	0	0	130	0	0
ARHGEF37	30.250000	0	0	0	0	253	110	0	0	0	0	0	0	0
PACRGL	30.166667	0	0	0	0	269	93	0	0	0	0	0	0	0
MRPS22	30.166667	0	0	0	0	154	208	0	0	0	0	0	0	0
ESAM	30.166667	0	0	0	0	130	0	0	0	0	232	0	0	0
EIF3G	30.166667	0	0	0	0	154	208	0	0	0	0	0	0	0
CSNK1E	30.166667	0	0	0	0	197	0	0	0	0	165	0	0	0
CHD6	30.166667	0	0	0	0	280	82	0	0	0	0	0	0	0
TMEM104	30.083333	0	0	0	0	179	182	0	0	0	0	0	0	0
SIM2	30.083333	0	0	0	0	290	71	0	0	0	0	0	0	0
SET	30.083333	0	0	0	0	141	95	0	0	0	125	0	0	0
POU6F1	30.083333	0	0	0	0	146	0	0	0	80	135	0	0	0
NAT9	30.083333	0	0	0	0	179	182	0	0	0	0	0	0	0
MKI67	30.083333	0	0	0	0	278	83	0	0	0	0	0	0	0
LRFN5	30.083333	0	0	0	0	361	0	0	0	0	0	0	0	0
H2BS1	30.083333	0	0	0	0	0	0	0	0	109	252	0	0	0
F2RL1	30.083333	0	0	0	0	183	178	0	0	0	0	0	0	0
YME1L1	30.000000	0	0	0	0	96	147	0	0	0	0	117	0	0
TPI1	30.000000	0	0	0	0	251	0	0	0	0	109	0	0	0
RALGAPA2	30.000000	0	0	0	0	273	87	0	0	0	0	0	0	0
PRPSAP2	30.000000	0	0	0	0	360	0	0	0	0	0	0	0	0
PLCH1	30.000000	0	0	0	0	225	135	0	0	0	0	0	0	0
LMO7	30.000000	0	0	0	0	219	141	0	0	0	0	0	0	0
KCNH6	30.000000	0	0	0	0	0	0	0	0	128	232	0	0	0
HDAC8	30.000000	0	0	0	0	118	87	0	0	0	155	0	0	0
GNG11	30.000000	0	0	0	0	262	98	0	0	0	0	0	0	0
FKBP8	30.000000	0	0	0	0	0	0	0	0	98	262	0	0	0
EMSY	30.000000	0	0	0	0	159	201	0	0	0	0	0	0	0
CCDC85A	30.000000	0	0	0	0	160	76	0	0	0	124	0	0	0
SERPINA6	29.916667	0	0	0	0	181	178	0	0	0	0	0	0	0
RFX2	29.916667	0	0	0	0	76	0	0	0	0	0	283	0	0
PNPLA6	29.916667	0	0	0	0	212	147	0	0	0	0	0	0	0
MTSS2	29.916667	0	0	0	0	144	0	0	0	85	130	0	0	0
KLHDC10	29.916667	0	0	0	0	198	0	0	0	0	161	0	0	0
DHX40	29.916667	0	0	0	0	115	244	0	0	0	0	0	0	0
CD300LG	29.916667	0	0	0	0	169	190	0	0	0	0	0	0	0
CCDC144A	29.916667	0	0	0	0	108	145	0	0	0	106	0	0	0
BHMT	29.916667	0	0	0	0	266	93	0	0	0	0	0	0	0
SPNS2	29.833333	0	0	0	0	218	0	0	0	0	140	0	0	0
SMIM10	29.833333	0	0	0	0	0	0	0	0	106	252	0	0	0
SLC44A2	29.833333	0	0	0	0	222	136	0	0	0	0	0	0	0
RNASEK	29.833333	0	0	0	0	245	113	0	0	0	0	0	0	0
OTOP2	29.833333	0	0	0	0	160	0	0	0	0	198	0	0	0
NR4A2	29.833333	0	0	0	0	0	0	0	0	0	0	140	218	0
NOX4	29.833333	0	0	0	0	221	137	0	0	0	0	0	0	0
ZNF449	29.750000	0	0	0	0	257	100	0	0	0	0	0	0	0
RPS14	29.750000	0	0	0	0	189	168	0	0	0	0	0	0	0
RPA2	29.750000	0	0	0	0	140	123	0	0	0	94	0	0	0
TLCD2	29.666667	0	0	0	0	356	0	0	0	0	0	0	0	0
MAGOHB	29.666667	0	0	0	0	163	193	0	0	0	0	0	0	0
LCAT	29.666667	0	0	0	0	207	149	0	0	0	0	0	0	0
EZH2	29.666667	0	0	0	0	221	0	0	0	0	135	0	0	0
ZNF566	29.583333	0	0	0	0	170	104	0	0	0	0	81	0	0
TRIT1	29.583333	0	0	0	0	248	107	0	0	0	0	0	0	0
RPUSD3	29.583333	0	0	0	0	214	0	0	0	0	141	0	0	0
RPS27	29.583333	0	0	0	0	152	123	0	0	0	80	0	0	0
PDZD9	29.583333	0	0	0	0	355	0	0	0	0	0	0	0	0
PAXX	29.583333	0	0	0	0	224	0	0	0	0	131	0	0	0
LIPG	29.583333	0	0	0	0	204	151	0	0	0	0	0	0	0
IFIH1	29.583333	0	0	0	0	250	105	0	0	0	0	0	0	0
FOXJ1	29.583333	0	0	0	0	355	0	0	0	0	0	0	0	0
COPG2	29.583333	0	0	0	0	147	115	0	0	0	93	0	0	0
CHST14	29.583333	0	0	0	0	220	135	0	0	0	0	0	0	0
AGO1	29.583333	0	0	0	0	291	0	0	0	0	64	0	0	0
ZRSR2	29.500000	0	0	0	0	200	154	0	0	0	0	0	0	0
TREH	29.500000	0	0	0	0	98	90	0	0	0	166	0	0	0
SPPL2B	29.500000	0	0	0	0	262	92	0	0	0	0	0	0	0
RRAGB	29.500000	0	0	0	0	246	108	0	0	0	0	0	0	0
PUF60	29.500000	0	0	0	0	161	127	0	0	0	66	0	0	0
NUDT2	29.500000	0	0	0	0	203	151	0	0	0	0	0	0	0
MASP2	29.500000	0	0	0	0	208	146	0	0	0	0	0	0	0
LSM7	29.500000	0	0	0	0	262	92	0	0	0	0	0	0	0
LRP5	29.500000	0	0	0	0	123	0	0	0	93	138	0	0	0
KIF24	29.500000	0	0	0	0	203	151	0	0	0	0	0	0	0
CHCHD1	29.500000	0	0	0	0	0	191	0	0	0	163	0	0	0
CA11	29.500000	0	0	0	0	152	112	0	0	0	90	0	0	0
BIRC5	29.500000	0	0	0	0	148	206	0	0	0	0	0	0	0
BHLHA15	29.500000	0	0	0	0	151	203	0	0	0	0	0	0	0
UNC13C	29.416667	0	0	0	0	174	179	0	0	0	0	0	0	0
RNGTT	29.416667	0	0	0	0	193	160	0	0	0	0	0	0	0
RBPJ	29.416667	0	0	0	0	197	156	0	0	0	0	0	0	0
NDUFV1	29.416667	0	0	0	0	205	148	0	0	0	0	0	0	0
MTHFSD	29.416667	0	0	0	0	196	157	0	0	0	0	0	0	0
METTL17	29.416667	0	0	0	0	232	121	0	0	0	0	0	0	0
CWC22	29.416667	0	0	0	0	172	181	0	0	0	0	0	0	0
CDK4	29.416667	0	0	0	0	159	194	0	0	0	0	0	0	0
BICC1	29.416667	0	0	0	0	353	0	0	0	0	0	0	0	0
B4GALT3	29.416667	0	0	0	0	183	170	0	0	0	0	0	0	0
TMEM258	29.333333	0	0	0	0	104	134	0	0	0	114	0	0	0
PPFIBP1	29.333333	0	0	0	0	199	153	0	0	0	0	0	0	0
FGF22	29.333333	0	0	0	0	93	0	0	0	0	259	0	0	0
FEN1	29.333333	0	0	0	0	104	134	0	0	0	114	0	0	0
EIF4G1	29.333333	0	0	0	0	246	106	0	0	0	0	0	0	0
CDON	29.333333	0	0	0	0	232	0	0	0	0	120	0	0	0
ARHGAP31	29.333333	0	0	0	0	150	0	0	0	0	202	0	0	0
ST3GAL2	29.250000	0	0	0	0	238	113	0	0	0	0	0	0	0
MAGOH	29.250000	0	0	0	0	180	171	0	0	0	0	0	0	0
CIAO2A	29.250000	0	0	0	0	0	0	0	0	157	194	0	0	0
BVES	29.250000	0	0	0	0	351	0	0	0	0	0	0	0	0
ARFGAP2	29.250000	0	0	0	0	144	89	0	0	0	118	0	0	0
VIL1	29.166667	0	0	0	0	208	142	0	0	0	0	0	0	0
SUPV3L1	29.166667	0	0	0	0	150	200	0	0	0	0	0	0	0
SLC38A4	29.166667	0	0	0	0	214	136	0	0	0	0	0	0	0
SBNO2	29.166667	0	0	0	0	0	0	0	0	79	271	0	0	0
SAT2	29.166667	0	0	0	0	252	98	0	0	0	0	0	0	0
RAB40B	29.166667	0	0	0	0	350	0	0	0	0	0	0	0	0
PTBP1	29.166667	0	0	0	0	99	0	0	0	0	0	126	125	0
PBX3	29.166667	0	0	0	0	209	141	0	0	0	0	0	0	0
FAM160A1	29.166667	0	0	0	0	226	124	0	0	0	0	0	0	0
CYP2W1	29.166667	0	0	0	0	258	92	0	0	0	0	0	0	0
CLCN4	29.166667	0	0	0	0	208	142	0	0	0	0	0	0	0
C4BPB	29.166667	0	0	0	0	219	131	0	0	0	0	0	0	0
BTN3A2	29.166667	0	0	0	0	182	168	0	0	0	0	0	0	0
SHPK	29.083333	0	0	0	0	222	127	0	0	0	0	0	0	0
MSRB3	29.083333	0	0	0	0	205	144	0	0	0	0	0	0	0
LPP	29.083333	0	0	0	0	241	0	0	0	0	0	108	0	0
CTNS	29.083333	0	0	0	0	222	127	0	0	0	0	0	0	0
KATNAL1	29.000000	0	0	0	0	242	106	0	0	0	0	0	0	0
COPZ2	29.000000	0	0	0	0	175	173	0	0	0	0	0	0	0
BCL11A	29.000000	0	0	0	0	281	0	0	0	0	67	0	0	0
ZNF438	28.916667	0	0	0	0	164	183	0	0	0	0	0	0	0
TADA3	28.916667	0	0	0	0	114	96	0	0	0	137	0	0	0
SNAP23	28.916667	0	0	0	0	133	80	0	0	0	134	0	0	0
SGCB	28.916667	0	0	0	0	347	0	0	0	0	0	0	0	0
NPHP1	28.916667	0	0	0	0	200	147	0	0	0	0	0	0	0
LYSMD4	28.916667	0	0	0	0	272	75	0	0	0	0	0	0	0
IRX5	28.916667	0	0	0	0	0	0	0	0	110	237	0	0	0
ENOX1	28.916667	0	0	0	0	230	117	0	0	0	0	0	0	0
C2orf74	28.916667	0	0	0	0	173	174	0	0	0	0	0	0	0
ARPC4-TTLL3	28.916667	0	0	0	0	114	96	0	0	0	137	0	0	0
ARPC4	28.916667	0	0	0	0	114	96	0	0	0	137	0	0	0
MTNR1A	28.833333	0	0	0	0	346	0	0	0	0	0	0	0	0
LRP2	28.833333	0	0	0	0	239	107	0	0	0	0	0	0	0
GIT1	28.833333	0	0	0	0	220	0	0	0	0	126	0	0	0
BCAM	28.833333	0	0	0	0	200	146	0	0	0	0	0	0	0
WDR3	28.750000	0	0	0	0	224	121	0	0	0	0	0	0	0
TRABD	28.750000	0	0	0	0	345	0	0	0	0	0	0	0	0
TGFB3	28.750000	0	0	0	0	345	0	0	0	0	0	0	0	0
PTTG1IP	28.750000	0	0	0	0	126	101	0	0	0	118	0	0	0
MICALCL	28.750000	0	0	0	0	222	123	0	0	0	0	0	0	0
LVRN	28.750000	0	0	0	0	182	163	0	0	0	0	0	0	0
HELLS	28.750000	0	0	0	0	226	119	0	0	0	0	0	0	0
HDHD3	28.750000	0	0	0	0	345	0	0	0	0	0	0	0	0
GDAP2	28.750000	0	0	0	0	224	121	0	0	0	0	0	0	0
CREBBP	28.750000	0	0	0	0	200	0	0	0	0	145	0	0	0
ZNF134	28.666667	0	0	0	0	186	158	0	0	0	0	0	0	0
ZFPL1	28.666667	0	0	0	0	127	217	0	0	0	0	0	0	0
TMEM145	28.666667	0	0	0	0	167	0	0	0	0	177	0	0	0
TDRD10	28.666667	0	0	0	0	344	0	0	0	0	0	0	0	0
TCIM	28.666667	0	0	0	0	202	142	0	0	0	0	0	0	0
TCEAL1	28.666667	0	0	0	0	197	147	0	0	0	0	0	0	0
SHE	28.666667	0	0	0	0	344	0	0	0	0	0	0	0	0
RASL10B	28.666667	0	0	0	0	203	141	0	0	0	0	0	0	0
POU4F1	28.666667	0	0	0	0	215	129	0	0	0	0	0	0	0
ELOF1	28.666667	0	0	0	0	196	148	0	0	0	0	0	0	0
CDCA5	28.666667	0	0	0	0	127	217	0	0	0	0	0	0	0
CAV1	28.666667	0	0	0	0	190	0	0	0	0	154	0	0	0
C2CD4D	28.666667	0	0	0	0	190	154	0	0	0	0	0	0	0
AEN	28.666667	0	0	0	0	234	110	0	0	0	0	0	0	0
ZNF766	28.583333	0	0	0	0	210	133	0	0	0	0	0	0	0
WNT4	28.583333	0	0	0	0	195	0	0	0	0	148	0	0	0
UFSP2	28.583333	0	0	0	0	217	126	0	0	0	0	0	0	0
TJAP1	28.583333	0	0	0	0	198	145	0	0	0	0	0	0	0
SUMO3	28.583333	0	0	0	0	202	0	0	0	0	141	0	0	0
PRELID3B	28.583333	0	0	0	0	178	165	0	0	0	0	0	0	0
PER3	28.583333	0	0	0	0	0	0	0	0	0	0	210	133	0
KIF3B	28.583333	0	0	0	0	179	164	0	0	0	0	0	0	0
IGDCC4	28.583333	0	0	0	0	223	0	0	0	0	120	0	0	0
GNA11	28.583333	0	0	0	0	85	0	0	0	80	178	0	0	0
FABP1	28.583333	0	0	0	0	139	204	0	0	0	0	0	0	0
ZMYM1	28.500000	0	0	0	0	221	0	0	0	0	121	0	0	0
TNFRSF13C	28.500000	0	0	0	0	172	0	0	0	0	170	0	0	0
RAB27B	28.500000	0	0	0	0	234	108	0	0	0	0	0	0	0
PLS3	28.500000	0	0	0	0	232	110	0	0	0	0	0	0	0
MOV10L1	28.500000	0	0	0	0	155	187	0	0	0	0	0	0	0
MARK1	28.500000	0	0	0	0	342	0	0	0	0	0	0	0	0
GRTP1	28.500000	0	0	0	0	235	107	0	0	0	0	0	0	0
FANCC	28.500000	0	0	0	0	151	191	0	0	0	0	0	0	0
BNIP3L	28.500000	0	0	0	0	175	167	0	0	0	0	0	0	0
ADRB2	28.500000	0	0	0	0	196	146	0	0	0	0	0	0	0
UFM1	28.416667	0	0	0	0	203	138	0	0	0	0	0	0	0
TRIOBP	28.416667	0	0	0	0	170	0	0	0	0	171	0	0	0
TMCC2	28.416667	0	0	0	0	179	0	0	0	0	162	0	0	0
TMA7	28.416667	0	0	0	0	148	193	0	0	0	0	0	0	0
SIGIRR	28.416667	0	0	0	0	341	0	0	0	0	0	0	0	0
SH3RF2	28.416667	0	0	0	0	185	156	0	0	0	0	0	0	0
PFN1	28.416667	0	0	0	0	185	0	0	0	0	0	0	156	0
NKX2-5	28.416667	0	0	0	0	341	0	0	0	0	0	0	0	0
MTA1	28.416667	0	0	0	0	182	159	0	0	0	0	0	0	0
GIGYF1	28.416667	0	0	0	0	173	0	0	0	0	168	0	0	0
CCDC51	28.416667	0	0	0	0	148	193	0	0	0	0	0	0	0
BBS9	28.416667	0	0	0	0	178	163	0	0	0	0	0	0	0
ARHGEF26	28.416667	0	0	0	0	218	123	0	0	0	0	0	0	0
ABCF2	28.416667	0	0	0	0	193	148	0	0	0	0	0	0	0
RND1	28.333333	0	0	0	0	255	85	0	0	0	0	0	0	0
POLR2G	28.333333	0	0	0	0	117	223	0	0	0	0	0	0	0
OGFOD1	28.333333	0	0	0	0	179	161	0	0	0	0	0	0	0
NUP155	28.333333	0	0	0	0	106	82	0	0	0	152	0	0	0
NUDT21	28.333333	0	0	0	0	179	161	0	0	0	0	0	0	0
LRRC2	28.333333	0	0	0	0	246	94	0	0	0	0	0	0	0
KIF18B	28.333333	0	0	0	0	0	203	0	0	0	137	0	0	0
GYPC	28.333333	0	0	0	0	0	0	0	0	123	217	0	0	0
EXTL2	28.333333	0	0	0	0	111	0	0	0	0	95	134	0	0
CKMT1B	28.333333	0	0	0	0	0	145	0	0	0	195	0	0	0
ZNF79	28.250000	0	0	0	0	220	119	0	0	0	0	0	0	0
TTLL6	28.250000	0	0	0	0	257	82	0	0	0	0	0	0	0
TAF9B	28.250000	0	0	0	0	217	122	0	0	0	0	0	0	0
REEP2	28.250000	0	0	0	0	165	0	0	0	78	96	0	0	0
RAB3A	28.250000	0	0	0	0	0	0	0	0	0	0	234	105	0
GLTP	28.250000	0	0	0	0	112	0	0	0	0	227	0	0	0
GDF11	28.250000	0	0	0	0	104	0	0	0	106	129	0	0	0
CCP110	28.250000	0	0	0	0	158	181	0	0	0	0	0	0	0
ZNF169	28.166667	0	0	0	0	170	168	0	0	0	0	0	0	0
OXCT1	28.166667	0	0	0	0	111	0	0	0	0	227	0	0	0
MINDY3	28.166667	0	0	0	0	165	173	0	0	0	0	0	0	0
ISY1-RAB43	28.166667	0	0	0	0	112	149	0	0	0	0	77	0	0
ISY1	28.166667	0	0	0	0	112	149	0	0	0	0	77	0	0
FZR1	28.166667	0	0	0	0	163	67	0	0	0	0	108	0	0
CFD	28.166667	0	0	0	0	169	0	0	0	0	169	0	0	0
ABAT	28.166667	0	0	0	0	338	0	0	0	0	0	0	0	0
SEMA6C	28.083333	0	0	0	0	205	132	0	0	0	0	0	0	0
PJA1	28.083333	0	0	0	0	185	0	0	0	0	152	0	0	0
NKAIN3	28.083333	0	0	0	0	189	148	0	0	0	0	0	0	0
MPZL3	28.083333	0	0	0	0	186	151	0	0	0	0	0	0	0
LIPA	28.083333	0	0	0	0	185	152	0	0	0	0	0	0	0
FAM227A	28.083333	0	0	0	0	222	115	0	0	0	0	0	0	0
EFHC1	28.083333	0	0	0	0	184	153	0	0	0	0	0	0	0
DAO	28.083333	0	0	0	0	144	193	0	0	0	0	0	0	0
CHP2	28.083333	0	0	0	0	178	0	0	0	0	159	0	0	0
CDC42EP3	28.083333	0	0	0	0	173	164	0	0	0	0	0	0	0
CBY1	28.083333	0	0	0	0	222	115	0	0	0	0	0	0	0
ARHGAP6	28.083333	0	0	0	0	0	0	0	0	0	337	0	0	0
ACADVL	28.083333	0	0	0	0	232	105	0	0	0	0	0	0	0
A4GALT	28.083333	0	0	0	0	175	71	0	0	0	91	0	0	0
TMEM255B	28.000000	0	0	0	0	156	180	0	0	0	0	0	0	0
RPF2	28.000000	0	0	0	0	161	175	0	0	0	0	0	0	0
RDH11	28.000000	0	0	0	0	198	0	0	0	0	138	0	0	0
IGFBPL1	28.000000	0	0	0	0	336	0	0	0	0	0	0	0	0
ERFL	28.000000	0	0	0	0	0	0	0	0	114	222	0	0	0
EFNB2	28.000000	0	0	0	0	196	140	0	0	0	0	0	0	0
DUS3L	28.000000	0	0	0	0	116	220	0	0	0	0	0	0	0
VASN	27.916667	0	0	0	0	119	0	0	0	0	216	0	0	0
STX1A	27.916667	0	0	0	0	180	0	0	0	0	155	0	0	0
SCO2	27.916667	0	0	0	0	106	0	0	0	0	130	99	0	0
NFRKB	27.916667	0	0	0	0	227	108	0	0	0	0	0	0	0
MSANTD4	27.916667	0	0	0	0	203	132	0	0	0	0	0	0	0
GPRC5A	27.916667	0	0	0	0	225	0	0	0	0	110	0	0	0
CAMKK1	27.916667	0	0	0	0	217	118	0	0	0	0	0	0	0
CALML6	27.916667	0	0	0	0	201	134	0	0	0	0	0	0	0
ADGRG2	27.916667	0	0	0	0	335	0	0	0	0	0	0	0	0
TRPM3	27.833333	0	0	0	0	245	89	0	0	0	0	0	0	0
TMEM154	27.833333	0	0	0	0	194	0	0	0	0	140	0	0	0
TAF1C	27.833333	0	0	0	0	216	118	0	0	0	0	0	0	0
RPS6KA2	27.833333	0	0	0	0	273	61	0	0	0	0	0	0	0
GTPBP2	27.833333	0	0	0	0	80	81	0	0	0	0	173	0	0
DAZAP1	27.833333	0	0	0	0	334	0	0	0	0	0	0	0	0
ATL3	27.833333	0	0	0	0	0	0	0	0	0	127	207	0	0
SCRT1	27.750000	0	0	0	0	333	0	0	0	0	0	0	0	0
SAP18	27.750000	0	0	0	0	181	152	0	0	0	0	0	0	0
RGL3	27.750000	0	0	0	0	172	161	0	0	0	0	0	0	0
PTPRS	27.750000	0	0	0	0	217	0	0	0	0	116	0	0	0
OPTN	27.750000	0	0	0	0	333	0	0	0	0	0	0	0	0
FADS3	27.750000	0	0	0	0	198	0	0	0	0	135	0	0	0
DLGAP4	27.750000	0	0	0	0	212	121	0	0	0	0	0	0	0
CCDC3	27.750000	0	0	0	0	333	0	0	0	0	0	0	0	0
ZDHHC9	27.666667	0	0	0	0	251	81	0	0	0	0	0	0	0
SLC25A53	27.666667	0	0	0	0	185	147	0	0	0	0	0	0	0
PKMYT1	27.666667	0	0	0	0	185	147	0	0	0	0	0	0	0
NUP62CL	27.666667	0	0	0	0	174	0	0	0	0	158	0	0	0
FBL	27.666667	0	0	0	0	195	137	0	0	0	0	0	0	0
FAM189A1	27.666667	0	0	0	0	332	0	0	0	0	0	0	0	0
ELL3	27.666667	0	0	0	0	221	111	0	0	0	0	0	0	0
DNAAF6	27.666667	0	0	0	0	174	0	0	0	0	158	0	0	0
ADGRL2	27.666667	0	0	0	0	210	0	0	0	0	0	122	0	0
SGMS2	27.583333	0	0	0	0	331	0	0	0	0	0	0	0	0
PLCH2	27.583333	0	0	0	0	0	0	0	0	94	237	0	0	0
PAIP2B	27.583333	0	0	0	0	0	0	0	0	0	0	152	179	0
MAPKAPK2	27.583333	0	0	0	0	218	0	0	0	0	113	0	0	0
FRMD4B	27.583333	0	0	0	0	229	102	0	0	0	0	0	0	0
CFB	27.583333	0	0	0	0	113	218	0	0	0	0	0	0	0
C2CD4A	27.583333	0	0	0	0	214	117	0	0	0	0	0	0	0
RWDD2B	27.500000	0	0	0	0	224	106	0	0	0	0	0	0	0
RAMAC	27.500000	0	0	0	0	155	175	0	0	0	0	0	0	0
MROH6	27.500000	0	0	0	0	192	138	0	0	0	0	0	0	0
CEMIP	27.500000	0	0	0	0	239	91	0	0	0	0	0	0	0
CDC37	27.500000	0	0	0	0	128	86	0	0	0	0	116	0	0
BUB3	27.500000	0	0	0	0	183	147	0	0	0	0	0	0	0
ATP13A2	27.500000	0	0	0	0	330	0	0	0	0	0	0	0	0
USP27X	27.416667	0	0	0	0	200	63	0	0	0	66	0	0	0
UCK1	27.416667	0	0	0	0	329	0	0	0	0	0	0	0	0
