Target_genes	CHD7|Average	SRX3010215|A549	SRX3010216|A549	SRX1901615|CD34+	SRX9795022|Cerebellum	SRX3010108|GM12878	SRX3010109|GM12878	SRX116455|hESC_H1	SRX186669|hESC_H1	SRX3581475|iPSC_derived_neural_cells	SRX3581477|iPSC_derived_neural_cells	SRX3581509|iPSC_derived_neural_cells	SRX3581511|iPSC_derived_neural_cells	SRX702549|iPSC_derived_neural_cells	SRX3581513|iPSC_derived_neural_crests	SRX3581515|iPSC_derived_neural_crests	SRX3581504|iPS_cells	SRX3581507|iPS_cells	SRX116418|K-562	SRX186674|K-562	STRING
PRKCQ	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
PGK1	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKD1	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
MED12L	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGIX	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC8A	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KYAT1	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF11	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPK1	8.894737	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
HERC2	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRIN1	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FYN	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXTL2	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB1	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPYSL3	8.894737	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
DMC1	8.894737	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
DDX25	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF1	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH18	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARRDC1	8.894737	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
AGXT2	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0
ABR	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	8.894737	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF845	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM54	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
SPATA31A7	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
SPATA31A5	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
SLC25A20	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A10	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RORB	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROPN1	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM4	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RANBP9	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR29	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP4C	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAQR9	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
PAQR8	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPIPA7	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
MEF2D	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN7C	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARP1B	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KREMEN2	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
HERPUD1	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAIM	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPAGT1	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DKK1	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
CLCN4	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
CEP85L	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAD	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOL2	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AANAT	8.842105	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF587	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WRN	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
WDCP	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBXN7	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM92	8.789474	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
ST3GAL4	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A9	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A39	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS21	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNPEP	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11B	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PURG	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
PRR19	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRCP	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA6	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CB	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CA	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARP1	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH1B3	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX7	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRM	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1S	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRR1	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISOC2	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17B	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0
HOXB5	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
GRIA2	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS7	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GADL1	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPD	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC112	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRWD3	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5F1B	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPRH	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	8.789474	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF765-ZNF761	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF765	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF28	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC33	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMTC2	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYF2	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHB	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
SFMBT1	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB6	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAGD	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RECK	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM5	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD14A	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC59	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCN3	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR108	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAAH	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2R	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3J	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD38	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2A	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1B	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAZ2B	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
ADAMTS17	8.736842	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRBD1	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX1	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMDT1	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF4	8.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
PSMB5	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSENEN	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXCT1	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2L13	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF3	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAM1	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA50	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLXIP	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC5R	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN2A1	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EYS	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4EBP2	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DALRD3	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPXM2	8.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
CNTFR	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASTOR2	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM1	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf52	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP8B2	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1A	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2A2	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP4	8.684211	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN23	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC13A	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBL3	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN3	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM240	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF1D	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSBP4	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSBP3	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
SLC2A6	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCCPDH	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAP130	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RACGAP1	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD5	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
PITX2	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
NT5C3B	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2C2	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL2A	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129484	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
LDLRAD4	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
KLHL10	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSM2	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD1B	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC5	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0
ESD	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS11	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXXC5	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
CLVS1	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CITED4	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK16	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCP110	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMLG	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA14	8.631579	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
C11orf54	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUB1B	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTG2	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRAF	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUNIP	8.631579	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF681	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLB	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSSK6	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF2	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRED1	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHC	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A3R1	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHFL	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN10	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RETREG2	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLK2	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIEZO2	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
PDK4	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA13	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEGF9	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK9	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM12	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM7A	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA3	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS3ST3A1	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
HDGF	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC4	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETHE1	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN4	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNPPD1	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP5	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC70	8.578947	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
BAG1	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GALNT1	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKAR	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMER1	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG13	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	8.578947	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF394	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZEB1	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
VASH1	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URB1	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TROAP	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM65	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TASOR	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STARD8	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX12	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHTN1	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF112	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS7	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD10	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL11	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL1	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JMJD1C	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLRB	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF1AKMT3	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNLT3	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP22	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTNND1	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC105	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHB9	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG4D	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG4A	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF3	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD39	8.526316	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX15B	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
ZC3H4	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBED9	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPRN	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX24	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCE1	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC8B1	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A10	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGP1	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB6D	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP5	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PREP	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDX6	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMP22	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1F1	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL1	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFE2L3	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFE2L1	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK5	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPP3	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR135	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBA2	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRY	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHDC1	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
FERMT3	8.473684	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
FBXL2	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM117A	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRAM1	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DECR1	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD10	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
ASAH2B	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
