Target_genes	NR5A2|Average	SRX10478059|A549	SRX10478060|A549	SRX702035|hESC_derived_mesendodermal_cells	SRX702034|hESC_HUES64	SRX359877|LoVo	SRX278609|MCF-7	STRING
BAIAP2L2	44.166667	156	109	0	0	0	0	0
KIF27	44.000000	134	130	0	0	0	0	0
KCTD2	44.000000	151	113	0	0	0	0	0
ATP5PD	44.000000	151	113	0	0	0	0	0
ABHD14B	44.000000	114	150	0	0	0	0	0
SLX4IP	43.833333	119	144	0	0	0	0	0
RBM3	43.833333	139	124	0	0	0	0	0
SBNO1	43.666667	111	151	0	0	0	0	0
RANBP2	43.666667	143	119	0	0	0	0	0
MSL2	43.666667	145	117	0	0	0	0	0
DCTN2	43.666667	174	88	0	0	0	0	0
AHNAK2	43.666667	262	0	0	0	0	0	0
ZNF566	43.500000	164	97	0	0	0	0	0
TMEM41A	43.500000	132	129	0	0	0	0	0
RAB1B	43.500000	77	184	0	0	0	0	0
MLF1	43.500000	114	147	0	0	0	0	0
DVL2	43.500000	143	118	0	0	0	0	0
CAMK2G	43.500000	134	127	0	0	0	0	0
ANKRD9	43.500000	115	146	0	0	0	0	0
AMD1	43.500000	261	0	0	0	0	0	0
SERPINF1	43.333333	172	88	0	0	0	0	0
SEC14L4	43.333333	178	82	0	0	0	0	0
SCRN1	43.333333	133	127	0	0	0	0	0
PCSK1N	43.333333	123	137	0	0	0	0	0
NDUFAF1	43.333333	157	103	0	0	0	0	0
BMP4	43.333333	120	0	140	0	0	0	0
KCNB1	43.166667	120	139	0	0	0	0	0
CUEDC2	43.166667	149	110	0	0	0	0	0
RNF139	43.000000	123	135	0	0	0	0	0
HSPA4L	43.000000	116	142	0	0	0	0	0
HMBS	43.000000	140	118	0	0	0	0	0
ZNF592	42.833333	99	158	0	0	0	0	0
ZKSCAN2	42.833333	163	94	0	0	0	0	0
TEX14	42.833333	159	98	0	0	0	0	0
RAD51C	42.833333	159	98	0	0	0	0	0
NAT8L	42.833333	257	0	0	0	0	0	0
IMPDH2	42.833333	149	108	0	0	0	0	0
ATOH7	42.833333	257	0	0	0	0	0	0
ARHGEF16	42.833333	106	151	0	0	0	0	0
SQOR	42.666667	256	0	0	0	0	0	0
SLC25A3	42.666667	143	113	0	0	0	0	0
RITA1	42.666667	132	124	0	0	0	0	0
ISG20	42.666667	125	131	0	0	0	0	0
DDX54	42.666667	132	124	0	0	0	0	0
CDKN2AIPNL	42.666667	147	109	0	0	0	0	0
RNF135	42.500000	143	112	0	0	0	0	0
NUP85	42.500000	108	147	0	0	0	0	0
MFF	42.500000	157	98	0	0	0	0	0
IFT22	42.500000	255	0	0	0	0	0	0
GRB7	42.500000	131	124	0	0	0	0	0
CDK5RAP2	42.500000	132	123	0	0	0	0	0
AGPAT2	42.500000	255	0	0	0	0	0	0
RPH3AL	42.333333	128	126	0	0	0	0	0
PHKG2	42.333333	113	141	0	0	0	0	0
MRPL1	42.333333	144	110	0	0	0	0	0
LRRC8B	42.333333	0	144	110	0	0	0	0
ARHGDIA	42.333333	254	0	0	0	0	0	0
TM4SF1	42.166667	0	0	0	0	0	253	0
MPV17	42.166667	99	154	0	0	0	0	0
FCHO2	42.166667	134	119	0	0	0	0	0
CUL5	42.166667	141	112	0	0	0	0	0
BOLA2-SMG1P6	42.166667	139	114	0	0	0	0	0
AATF	42.166667	105	148	0	0	0	0	0
GREB1	42.000000	0	0	0	0	0	252	401
PPCDC	42.000000	252	0	0	0	0	0	0
NGDN	42.000000	140	112	0	0	0	0	0
MTFMT	42.000000	151	101	0	0	0	0	0
DIPK2A	42.000000	124	128	0	0	0	0	0
PIP4P1	41.833333	156	95	0	0	0	0	0
MLX	41.833333	165	86	0	0	0	0	0
GTF3A	41.833333	174	77	0	0	0	0	0
GGNBP2	41.833333	128	123	0	0	0	0	0
CHFR	41.833333	86	165	0	0	0	0	0
ZNF26	41.666667	116	134	0	0	0	0	0
TWF2	41.666667	145	105	0	0	0	0	0
SOX9	41.666667	250	0	0	0	0	0	0
SEMA3B	41.666667	250	0	0	0	0	0	0
PLIN3	41.666667	106	144	0	0	0	0	0
CT45A7	41.666667	140	110	0	0	0	0	0
CT45A6	41.666667	140	110	0	0	0	0	0
CT45A5	41.666667	140	110	0	0	0	0	0
COIL	41.666667	130	120	0	0	0	0	0
WDFY3	41.500000	108	141	0	0	0	0	0
TUBB3	41.500000	123	126	0	0	0	0	0
PAPOLA	41.500000	135	114	0	0	0	0	0
ZNF180	41.333333	103	145	0	0	0	0	0
RBM15	41.333333	123	125	0	0	0	0	0
LTBR	41.333333	137	111	0	0	0	0	0
EHF	41.333333	0	0	0	0	0	248	0
SLC1A4	41.166667	157	90	0	0	0	0	0
NGRN	41.166667	153	94	0	0	0	0	0
KNOP1	41.166667	138	109	0	0	0	0	0
CKAP2L	41.166667	104	143	0	0	0	0	0
ZNF232	41.000000	106	140	0	0	0	0	0
TLK2	41.000000	155	91	0	0	0	0	0
SDHB	41.000000	122	124	0	0	0	0	0
NPC1	41.000000	246	0	0	0	0	0	0
NAPA	41.000000	130	116	0	0	0	0	0
CMTM4	41.000000	246	0	0	0	0	0	0
AP2A1	41.000000	141	105	0	0	0	0	0
ZCWPW2	40.833333	151	94	0	0	0	0	0
SMC1B	40.833333	122	123	0	0	0	0	0
RIBC2	40.833333	122	123	0	0	0	0	0
NMNAT1	40.833333	119	126	0	0	0	0	0
LZIC	40.833333	119	126	0	0	0	0	0
DDX1	40.833333	245	0	0	0	0	0	0
CUL7	40.833333	120	125	0	0	0	0	0
C6orf89	40.833333	131	114	0	0	0	0	0
AZI2	40.833333	151	94	0	0	0	0	0
ZNF394	40.666667	81	163	0	0	0	0	0
RNF115	40.666667	113	131	0	0	0	0	0
PRORP	40.666667	120	124	0	0	0	0	0
PPP2R3C	40.666667	120	124	0	0	0	0	0
POLR3C	40.666667	113	131	0	0	0	0	0
MAP2K7	40.666667	117	127	0	0	0	0	0
PPEF1	40.500000	139	104	0	0	0	0	0
NSMCE4A	40.500000	113	130	0	0	0	0	0
NPRL2	40.500000	0	102	141	0	0	0	0
NCAPG	40.500000	109	134	0	0	0	0	0
MTHFD2L	40.500000	154	89	0	0	0	0	0
CYB561D2	40.500000	0	102	141	0	0	0	0
CACNA2D1	40.500000	243	0	0	0	0	0	0
SOWAHD	40.333333	119	123	0	0	0	0	0
RPL24	40.333333	126	116	0	0	0	0	0
HSPA2	40.333333	127	115	0	0	0	0	0
DMAC1	40.333333	159	83	0	0	0	0	0
CDCA4	40.333333	147	95	0	0	0	0	0
BICD2	40.333333	157	85	0	0	0	0	0
TINF2	40.166667	105	136	0	0	0	0	0
SPTY2D1	40.166667	146	95	0	0	0	0	0
SELENOT	40.166667	143	98	0	0	0	0	0
RPS6KC1	40.166667	99	142	0	0	0	0	0
PLSCR3	40.166667	164	77	0	0	0	0	0
HIF3A	40.166667	0	0	98	0	0	143	0
ENO1	40.166667	241	0	0	0	0	0	0
AK3	40.166667	131	110	0	0	0	0	0
SLC35A4	40.000000	73	167	0	0	0	0	0
RMDN2	40.000000	107	133	0	0	0	0	0
PTPMT1	40.000000	94	146	0	0	0	0	0
PFDN4	40.000000	154	86	0	0	0	0	0
OSMR	40.000000	101	139	0	0	0	0	0
NEFH	40.000000	0	0	99	141	0	0	0
IFT43	40.000000	0	0	0	0	0	240	0
ARL6IP1	40.000000	142	98	0	0	0	0	0
APBB3	40.000000	73	167	0	0	0	0	0
ANKRD40	40.000000	240	0	0	0	0	0	0
UBE3B	39.833333	119	120	0	0	0	0	0
REXO4	39.833333	113	126	0	0	0	0	0
NUCB2	39.833333	107	132	0	0	0	0	0
MAF1	39.833333	158	81	0	0	0	0	0
DHRS11	39.833333	152	87	0	0	0	0	0
CXCL5	39.833333	153	86	0	0	0	0	0
CKLF-CMTM1	39.833333	138	101	0	0	0	0	0
CKLF	39.833333	138	101	0	0	0	0	0
C2CD5	39.833333	144	95	0	0	0	0	0
ZNF410	39.666667	93	145	0	0	0	0	0
RAB27B	39.666667	147	91	0	0	0	0	0
AK2	39.666667	238	0	0	0	0	0	0
MICALCL	39.500000	167	70	0	0	0	0	0
LPGAT1	39.500000	237	0	0	0	0	0	0
GNL3L	39.500000	129	108	0	0	0	0	0
FGG	39.500000	121	116	0	0	0	0	0
CCDC59	39.500000	131	106	0	0	0	0	0
UTP11	39.333333	0	236	0	0	0	0	0
RARG	39.333333	236	0	0	0	0	0	0
POLR3F	39.333333	125	111	0	0	0	0	0
PMVK	39.333333	157	0	79	0	0	0	0
LAMP1	39.333333	82	0	154	0	0	0	0
GOLPH3	39.333333	58	178	0	0	0	0	0
GAMT	39.333333	124	112	0	0	0	0	0
DZANK1	39.333333	125	111	0	0	0	0	0
CLTC	39.333333	120	116	0	0	0	0	0
ATXN2	39.333333	131	0	105	0	0	0	0
ZNF518A	39.166667	117	118	0	0	0	0	0
USP32	39.166667	116	119	0	0	0	0	0
SMIM6	39.166667	87	148	0	0	0	0	0
SEC14L1	39.166667	235	0	0	0	0	0	0
NARF	39.166667	115	120	0	0	0	0	0
ECH1	39.166667	141	94	0	0	0	0	0
UBQLN1	39.000000	128	106	0	0	0	0	0
TWNK	39.000000	141	93	0	0	0	0	0
TRPC4AP	39.000000	121	113	0	0	0	0	0
MRPL43	39.000000	141	93	0	0	0	0	0
ERCC6	39.000000	134	100	0	0	0	0	0
CYC1	39.000000	122	112	0	0	0	0	0
CCDC88A	39.000000	116	118	0	0	0	0	0
CCDC6	39.000000	90	144	0	0	0	0	0
CAPZA2	39.000000	234	0	0	0	0	0	0
GET4	38.833333	126	107	0	0	0	0	0
ESPL1	38.833333	122	111	0	0	0	0	0
SLC16A1	38.666667	127	105	0	0	0	0	0
RIN3	38.666667	144	88	0	0	0	0	0
FADS2	38.666667	125	107	0	0	0	0	0
ETFDH	38.666667	134	98	0	0	0	0	0
DSCC1	38.666667	125	107	0	0	0	0	0
C4orf46	38.666667	134	98	0	0	0	0	0
ARL17B	38.666667	142	90	0	0	0	0	0
ARL17A	38.666667	142	90	0	0	0	0	0
WDR81	38.500000	0	231	0	0	0	0	0
TULP3	38.500000	153	78	0	0	0	0	0
TRAF6	38.500000	103	128	0	0	0	0	0
RAG1	38.500000	103	128	0	0	0	0	0
PEDS1-UBE2V1	38.500000	121	0	110	0	0	0	0
PEDS1	38.500000	121	0	110	0	0	0	0
PCTP	38.500000	130	101	0	0	0	0	0
ISCA1	38.500000	231	0	0	0	0	0	0
SRR	38.333333	230	0	0	0	0	0	0
SMG6	38.333333	230	0	0	0	0	0	0
EIF3D	38.333333	139	91	0	0	0	0	0
CRLF3	38.333333	230	0	0	0	0	0	0
ACCS	38.333333	135	95	0	0	0	0	0
ZNF316	38.166667	95	134	0	0	0	0	0
TOP3A	38.166667	229	0	0	0	0	0	0
TIMP4	38.166667	122	107	0	0	0	0	0
SMCR8	38.166667	229	0	0	0	0	0	0
EFTUD2	38.166667	97	132	0	0	0	0	0
CCDC103	38.166667	97	132	0	0	0	0	0
USF2	38.000000	228	0	0	0	0	0	0
TNPO3	38.000000	78	150	0	0	0	0	0
PCBD2	38.000000	228	0	0	0	0	0	0
ECSIT	38.000000	121	107	0	0	0	0	0
AP3S2	38.000000	141	87	0	0	0	0	0
AP2S1	38.000000	91	137	0	0	0	0	0
TEX9	37.833333	91	136	0	0	0	0	0
RHPN2	37.833333	108	119	0	0	0	0	0
PSMD5	37.833333	92	135	0	0	0	0	0
TMED10	37.666667	115	111	0	0	0	0	0
PSME3	37.666667	139	87	0	0	0	0	0
PHLDA1	37.666667	116	110	0	0	0	0	0
KIF3B	37.666667	93	133	0	0	0	0	0
KDELR1	37.666667	0	226	0	0	0	0	0
GARS1	37.666667	98	128	0	0	0	0	0
ACBD6	37.666667	83	0	143	0	0	0	0
DYRK1B	37.500000	141	84	0	0	0	0	0
SLC41A2	37.333333	133	91	0	0	0	0	0
RNF138	37.333333	85	139	0	0	0	0	0
PDHA1	37.333333	98	126	0	0	0	0	0
FXR2	37.333333	224	0	0	0	0	0	0
FANCL	37.333333	143	81	0	0	0	0	0
DNAAF2	37.333333	141	83	0	0	0	0	0
CHGB	37.333333	142	82	0	0	0	0	0
TRIM16L	37.166667	132	91	0	0	0	0	0
SRSF4	37.166667	223	0	0	0	0	0	0
NCAPD2	37.166667	104	119	0	0	0	0	0
NBN	37.166667	108	115	0	0	0	0	0
MRPL51	37.166667	104	119	0	0	0	0	0
ILF3	37.166667	0	136	87	0	0	0	0
DSTYK	37.166667	118	105	0	0	0	0	0
CRADD	37.166667	95	128	0	0	0	0	0
COPS4	37.166667	123	100	0	0	0	0	0
ZNF532	37.000000	222	0	0	0	0	0	0
TBX6	37.000000	103	119	0	0	0	0	0
SF3A2	37.000000	222	0	0	0	0	0	0
PLEKHJ1	37.000000	222	0	0	0	0	0	0
PCNA	37.000000	131	91	0	0	0	0	0
ENKUR	37.000000	97	125	0	0	0	0	0
C19orf48	37.000000	126	96	0	0	0	0	0
AQR	37.000000	124	98	0	0	0	0	0
NABP2	36.833333	87	134	0	0	0	0	0
HAGHL	36.833333	221	0	0	0	0	0	0
CCDC78	36.833333	221	0	0	0	0	0	0
UBE2M	36.666667	111	109	0	0	0	0	0
SLC44A3	36.666667	220	0	0	0	0	0	0
ME1	36.666667	93	127	0	0	0	0	0
GSN	36.666667	129	91	0	0	0	0	0
GLIPR1L2	36.666667	113	107	0	0	0	0	0
COX6C	36.666667	95	125	0	0	0	0	0
ZBED3	36.500000	101	118	0	0	0	0	0
NOSTRIN	36.500000	219	0	0	0	0	0	0
ZNF326	36.333333	218	0	0	0	0	0	0
MSH5	36.333333	0	0	218	0	0	0	0
ERICH6	36.333333	95	123	0	0	0	0	0
TPD52L2	36.166667	0	0	217	0	0	0	0
SDHAF1	36.166667	217	0	0	0	0	0	0
RNF4	36.166667	121	96	0	0	0	0	0
PIGBOS1	36.166667	217	0	0	0	0	0	0
PIGB	36.166667	217	0	0	0	0	0	0
NBPF1	36.166667	0	65	152	0	0	0	0
MANBAL	36.166667	129	88	0	0	0	0	0
ZSCAN25	36.000000	124	92	0	0	0	0	0
PYCR3	36.000000	125	91	0	0	0	0	0
PWP1	36.000000	107	109	0	0	0	0	0
MXD1	36.000000	216	0	0	0	0	0	0
MRPS7	36.000000	87	129	0	0	0	0	0
GGA3	36.000000	87	129	0	0	0	0	0
ZBTB40	35.833333	118	97	0	0	0	0	0
RNF213	35.833333	102	113	0	0	0	0	0
PITPNM1	35.833333	121	94	0	0	0	0	0
IDH3B	35.833333	138	77	0	0	0	0	0
HEXIM2	35.833333	89	126	0	0	0	0	0
COL26A1	35.833333	100	115	0	0	0	0	0
BOLA1	35.833333	117	98	0	0	0	0	0
BCAM	35.833333	109	106	0	0	0	0	0
ANP32B	35.833333	215	0	0	0	0	0	0
TP53BP2	35.666667	83	131	0	0	0	0	0
SLC25A20	35.666667	133	81	0	0	0	0	0
SKA2	35.666667	138	76	0	0	0	0	0
PRR11	35.666667	138	76	0	0	0	0	0
MIB1	35.666667	0	0	107	107	0	0	0
CKS2	35.666667	125	89	0	0	0	0	0
ZNF2	35.500000	134	79	0	0	0	0	0
PRDM11	35.500000	213	0	0	0	0	0	0
MTRNR2L10	35.500000	0	0	0	0	0	213	0
ZNF133	35.333333	102	110	0	0	0	0	0
ZNF114	35.333333	212	0	0	0	0	0	0
BIRC5	35.333333	146	66	0	0	0	0	0
ZBTB38	35.166667	211	0	0	0	0	0	0
SNAPC5	35.166667	111	100	0	0	0	0	0
PPRC1	35.166667	211	0	0	0	0	0	0
HR	35.166667	0	0	211	0	0	0	0
EGR1	35.166667	81	130	0	0	0	0	0
CTDSP1	35.166667	0	0	0	211	0	0	0
ZNF598	35.000000	210	0	0	0	0	0	0
UAP1	35.000000	121	89	0	0	0	0	0
LRRFIP1	35.000000	0	210	0	0	0	0	0
GOSR2	35.000000	133	77	0	0	0	0	0
GCN1	35.000000	137	73	0	0	0	0	0
EIF4G3	35.000000	85	125	0	0	0	0	0
EIF2D	35.000000	210	0	0	0	0	0	0
DTWD2	35.000000	210	0	0	0	0	0	0
SUMO2	34.833333	209	0	0	0	0	0	0
PTGR2	34.833333	98	111	0	0	0	0	0
AIFM1	34.833333	99	110	0	0	0	0	0
TNFRSF12A	34.666667	208	0	0	0	0	0	0
SMIM20	34.666667	135	73	0	0	0	0	0
PTPRN	34.666667	208	0	0	0	0	0	0
C17orf75	34.666667	208	0	0	0	0	0	0
ABCD2	34.666667	208	0	0	0	0	0	0
TXNDC15	34.500000	93	114	0	0	0	0	0
TUBA1B	34.500000	105	102	0	0	0	0	0
TMEM9B	34.500000	127	80	0	0	0	0	0
MT2A	34.500000	207	0	0	0	0	0	0
FBXO41	34.500000	0	0	99	108	0	0	0
USP9X	34.333333	103	103	0	0	0	0	0
TRAPPC9	34.333333	90	116	0	0	0	0	0
SELENBP1	34.333333	0	0	0	0	0	206	0
NUP107	34.333333	100	106	0	0	0	0	0
HNRNPD	34.333333	115	91	0	0	0	0	0
GOLGA3	34.333333	0	206	0	0	0	0	0
ARAP1	34.333333	97	109	0	0	0	0	0
ADPRHL1	34.333333	96	110	0	0	0	0	0
XRN2	34.166667	112	93	0	0	0	0	0
NOP14	34.166667	0	98	107	0	0	0	0
H2BC13	34.166667	205	0	0	0	0	0	0
H2AC13	34.166667	205	0	0	0	0	0	0
GRK4	34.166667	0	98	107	0	0	0	0
EFNB3	34.166667	96	109	0	0	0	0	0
SHTN1	34.000000	204	0	0	0	0	0	0
METTL17	34.000000	119	85	0	0	0	0	0
FKBP9	34.000000	204	0	0	0	0	0	0
CALU	34.000000	204	0	0	0	0	0	0
ALDOA	34.000000	204	0	0	0	0	0	0
ZCCHC8	33.833333	100	103	0	0	0	0	0
SNRNP70	33.833333	126	77	0	0	0	0	0
RHBDL1	33.833333	77	126	0	0	0	0	0
KEAP1	33.833333	0	0	0	0	0	203	0
DARS2	33.833333	95	108	0	0	0	0	0
COMMD6	33.833333	0	0	203	0	0	0	0
COA1	33.833333	117	86	0	0	0	0	0
CFAP20	33.833333	114	89	0	0	0	0	0
CENPL	33.833333	95	108	0	0	0	0	0
ATP5F1A	33.833333	96	107	0	0	0	0	0
TEFM	33.666667	122	80	0	0	0	0	0
SYNCRIP	33.666667	73	129	0	0	0	0	0
NUP54	33.666667	0	202	0	0	0	0	0
MRPS16	33.666667	117	85	0	0	0	0	0
DGAT2	33.666667	0	0	202	0	0	0	0
DBF4B	33.666667	110	92	0	0	0	0	0
C5orf51	33.666667	108	94	0	0	0	0	0
WDR45	33.500000	118	83	0	0	0	0	0
WBP4	33.500000	83	118	0	0	0	0	0
SRFBP1	33.500000	201	0	0	0	0	0	0
PDCD11	33.500000	119	82	0	0	0	0	0
OSCP1	33.500000	69	0	132	0	0	0	0
ERBB3	33.500000	125	76	0	0	0	0	0
ELF1	33.500000	83	118	0	0	0	0	0
CYP20A1	33.500000	100	101	0	0	0	0	0
CLCN7	33.500000	118	0	83	0	0	0	0
ATP5MD	33.500000	119	82	0	0	0	0	0
ANXA2R	33.500000	97	104	0	0	0	0	0
ZNF503	33.333333	200	0	0	0	0	0	0
RAP1A	33.333333	0	0	200	0	0	0	0
PTP4A2	33.333333	0	81	0	119	0	0	0
KIF2C	33.333333	87	113	0	0	0	0	0
EDEM1	33.333333	0	200	0	0	0	0	0
ZCWPW1	33.166667	199	0	0	0	0	0	0
TMEM101	33.166667	199	0	0	0	0	0	0
SREK1	33.166667	98	101	0	0	0	0	0
OSGEP	33.166667	102	97	0	0	0	0	0
MEPCE	33.166667	199	0	0	0	0	0	0
MED25	33.166667	77	122	0	0	0	0	0
IQCH	33.166667	110	89	0	0	0	0	0
GTF2A1	33.166667	81	118	0	0	0	0	0
APEX1	33.166667	102	97	0	0	0	0	0
AAGAB	33.166667	110	89	0	0	0	0	0
TRIM25	33.000000	198	0	0	0	0	0	0
TREX1	33.000000	102	96	0	0	0	0	0
KCTD7	33.000000	109	89	0	0	0	0	0
HLTF	33.000000	104	94	0	0	0	0	0
HIRIP3	33.000000	93	105	0	0	0	0	0
DYRK4	33.000000	0	0	92	106	0	0	0
DHDDS	33.000000	198	0	0	0	0	0	0
COMMD4	33.000000	198	0	0	0	0	0	0
WDR37	32.833333	81	116	0	0	0	0	0
ME2	32.833333	99	98	0	0	0	0	0
ISM1	32.833333	0	0	197	0	0	0	0
TOMM5	32.666667	92	0	104	0	0	0	0
MST1L	32.666667	0	196	0	0	0	0	0
MRPS21	32.666667	0	196	0	0	0	0	0
SYVN1	32.500000	107	88	0	0	0	0	0
SRA1	32.500000	109	86	0	0	0	0	0
NSUN3	32.500000	195	0	0	0	0	0	0
NAA20	32.500000	105	90	0	0	0	0	0
ESCO1	32.500000	107	88	0	0	0	0	0
DHFR2	32.500000	195	0	0	0	0	0	0
NR3C1	32.333333	75	119	0	0	0	0	0
NDUFC2-KCTD14	32.333333	103	91	0	0	0	0	0
NDUFC2	32.333333	103	91	0	0	0	0	0
IMPACT	32.333333	194	0	0	0	0	0	0
FAM156B	32.333333	83	111	0	0	0	0	0
FAM156A	32.333333	83	111	0	0	0	0	0
BRF2	32.333333	96	98	0	0	0	0	0
ZNF239	32.166667	0	0	193	0	0	0	0
UBR2	32.166667	193	0	0	0	0	0	0
TOM1L2	32.166667	0	193	0	0	0	0	0
TBC1D8	32.166667	193	0	0	0	0	0	0
SLC30A6	32.166667	94	99	0	0	0	0	0
PHYKPL	32.166667	193	0	0	0	0	0	0
DRC3	32.166667	0	193	0	0	0	0	0
CEP170B	32.166667	85	108	0	0	0	0	0
BMPR2	32.166667	193	0	0	0	0	0	0
VSIG10	32.000000	192	0	0	0	0	0	0
TRAPPC5	31.833333	191	0	0	0	0	0	0
MTCH1	31.833333	191	0	0	0	0	0	0
FAHD2A	31.833333	191	0	0	0	0	0	0
ANXA6	31.833333	95	96	0	0	0	0	0
SNX19	31.666667	190	0	0	0	0	0	0
POLR2M	31.666667	89	101	0	0	0	0	0
KCNJ16	31.666667	190	0	0	0	0	0	0
HM13	31.666667	94	96	0	0	0	0	0
GRHPR	31.666667	72	118	0	0	0	0	0
COX16	31.666667	190	0	0	0	0	0	0
BANP	31.666667	75	115	0	0	0	0	0
ZNF546	31.333333	85	103	0	0	0	0	0
RER1	31.333333	188	0	0	0	0	0	0
NDUFA10	31.333333	188	0	0	0	0	0	0
MORN1	31.333333	188	0	0	0	0	0	0
INPP5F	31.333333	188	0	0	0	0	0	0
GPR155	31.333333	188	0	0	0	0	0	0
ZYG11A	31.166667	0	0	187	0	0	0	0
TSPAN15	31.166667	187	0	0	0	0	0	0
METTL3	31.166667	187	0	0	0	0	0	0
ILRUN	31.166667	108	79	0	0	0	0	0
EIF4G1	31.166667	120	67	0	0	0	0	0
CTNNB1	31.166667	187	0	0	0	0	0	0
CLU	31.166667	0	0	0	0	0	187	0
TET3	31.000000	0	0	0	0	0	186	0
TAB1	31.000000	186	0	0	0	0	0	0
SRI	31.000000	0	0	0	0	0	186	0
ZNF292	30.833333	0	185	0	0	0	0	0
ZNF207	30.833333	89	96	0	0	0	0	0
TLN1	30.833333	109	76	0	0	0	0	0
PCNP	30.833333	85	100	0	0	0	0	0
FBXO21	30.833333	109	76	0	0	0	0	0
EBP	30.833333	185	0	0	0	0	0	0
TRUB2	30.666667	106	78	0	0	0	0	0
TMEM258	30.666667	95	89	0	0	0	0	0
THNSL1	30.666667	184	0	0	0	0	0	0
TCF12	30.666667	78	106	0	0	0	0	0
TACC2	30.666667	184	0	0	0	0	0	0
SLC47A1	30.666667	184	0	0	0	0	0	0
SEC24C	30.666667	88	96	0	0	0	0	0
LENG9	30.666667	184	0	0	0	0	0	0
GLTPD2	30.666667	184	0	0	0	0	0	0
FEN1	30.666667	95	89	0	0	0	0	0
DENND2B	30.666667	184	0	0	0	0	0	0
COQ4	30.666667	106	78	0	0	0	0	0
SLC15A4	30.500000	183	0	0	0	0	0	0
NEFL	30.500000	183	0	0	0	0	0	0
FAAP24	30.500000	0	0	183	0	0	0	0
COPS6	30.500000	183	0	0	0	0	0	0
CLCF1	30.500000	0	183	0	0	0	0	0
CEP89	30.500000	0	0	183	0	0	0	0
C8orf58	30.500000	112	71	0	0	0	0	0
BAIAP3	30.500000	0	183	0	0	0	0	0
SIK3	30.333333	182	0	0	0	0	0	0
MACROD1	30.333333	182	0	0	0	0	0	0
LMCD1	30.333333	0	92	90	0	0	0	0
HOMER2	30.333333	182	0	0	0	0	0	0
ANKRD42	30.333333	76	106	0	0	0	0	0
ZDHHC7	30.166667	181	0	0	0	0	0	0
ST3GAL2	30.166667	181	0	0	0	0	0	0
PAFAH2	30.166667	0	181	0	0	0	0	0
NUDT4	30.166667	181	0	0	0	0	0	0
MYBBP1A	30.166667	110	71	0	0	0	0	0
DUSP1	30.166667	181	0	0	0	0	0	0
ARFGEF2	30.166667	181	0	0	0	0	0	0
VDAC1	30.000000	180	0	0	0	0	0	0
TTC12	30.000000	180	0	0	0	0	0	0
MCUR1	30.000000	180	0	0	0	0	0	0
APMAP	30.000000	102	78	0	0	0	0	0
WDR83OS	29.833333	83	96	0	0	0	0	0
WDR83	29.833333	83	96	0	0	0	0	0
TIGD4	29.833333	179	0	0	0	0	0	0
THADA	29.833333	99	80	0	0	0	0	0
PROSER3	29.833333	179	0	0	0	0	0	0
PALM2AKAP2	29.833333	179	0	0	0	0	0	0
DDX42	29.833333	0	179	0	0	0	0	0
CCM2	29.833333	179	0	0	0	0	0	0
CCDC47	29.833333	0	179	0	0	0	0	0
CCDC43	29.833333	95	84	0	0	0	0	0
ARFIP1	29.833333	179	0	0	0	0	0	0
WDR11	29.666667	178	0	0	0	0	0	0
USPL1	29.666667	72	106	0	0	0	0	0
SSH3	29.666667	76	102	0	0	0	0	0
HMGB1	29.666667	72	106	0	0	0	0	0
CFDP1	29.666667	100	78	0	0	0	0	0
C16orf95	29.666667	96	82	0	0	0	0	0
KIAA0930	29.500000	177	0	0	0	0	0	0
CFD	29.500000	0	177	0	0	0	0	0
ARHGEF1	29.500000	177	0	0	0	0	0	0
ZNF148	29.333333	176	0	0	0	0	0	0
USP45	29.333333	176	0	0	0	0	0	0
PLEKHM3	29.333333	113	63	0	0	0	0	0
CTSF	29.333333	176	0	0	0	0	0	0
CNOT8	29.333333	84	92	0	0	0	0	0
MRPL45	29.166667	81	94	0	0	0	0	0
IGDCC4	29.166667	69	106	0	0	0	0	0
HASPIN	29.166667	74	101	0	0	0	0	0
GINS2	29.166667	175	0	0	0	0	0	0
CT45A9	29.166667	175	0	0	0	0	0	0
CT45A8	29.166667	175	0	0	0	0	0	0
CT45A2	29.166667	175	0	0	0	0	0	0
SP6	29.000000	174	0	0	0	0	0	0
RAB11A	29.000000	83	91	0	0	0	0	0
PTPA	29.000000	174	0	0	0	0	0	0
PPP1R3C	29.000000	89	85	0	0	0	0	0
PCYT1A	29.000000	174	0	0	0	0	0	0
CRAT	29.000000	174	0	0	0	0	0	0
CHRM4	29.000000	174	0	0	0	0	0	0
ZC3HAV1L	28.833333	173	0	0	0	0	0	0
ZC3H12A	28.833333	0	173	0	0	0	0	0
XXYLT1	28.833333	173	0	0	0	0	0	0
SCAF1	28.833333	173	0	0	0	0	0	0
NUP93	28.833333	173	0	0	0	0	0	0
MEMO1	28.833333	86	87	0	0	0	0	0
HACD2	28.833333	74	99	0	0	0	0	0
EBNA1BP2	28.833333	0	0	173	0	0	0	0
CNBP	28.833333	173	0	0	0	0	0	0
CFAP57	28.833333	0	0	173	0	0	0	0
CCDC88C	28.833333	173	0	0	0	0	0	0
RARB	28.666667	96	76	0	0	0	0	0
CKMT1A	28.666667	172	0	0	0	0	0	0
ZSCAN30	28.500000	171	0	0	0	0	0	0
NUDT8	28.500000	171	0	0	0	0	0	0
