Target_genes	KDM5B|Average	SRX3285563|C49R	SRX3285565|C70R	SRX3285588|C70R	SRX3285589|C70R	SRX3285613|C70R	SRX3285614|C70R	SRX3285576|FULR	SRX3285591|FULR	SRX3285592|FULR	SRX3285604|FULR	SRX3285605|FULR	SRX3285606|FULR	SRX3285608|FULR	SRX265432|HCC2157	SRX10475115|Hep_G2	SRX10475116|Hep_G2	SRX116461|hESC_H1	SRX116462|hESC_H1	SRX186653|hESC_H1	SRX3009990|hESC_H1	SRX3009991|hESC_H1	SRX116428|K-562	SRX116438|K-562	SRX116439|K-562	SRX186782|K-562	SRX055308|MCF-7	SRX055309|MCF-7	SRX055310|MCF-7	SRX055311|MCF-7	SRX055312|MCF-7	SRX265412|MCF-7	SRX265413|MCF-7	SRX265414|MCF-7	SRX3285561|MCF-7	SRX3285578|MCF-7	SRX3285580|MCF-7	SRX3285582|MCF-7	SRX3285584|MCF-7	SRX3285594|MCF-7	SRX3285595|MCF-7	SRX3285610|MCF-7	SRX3285611|MCF-7	SRX265430|MDA-MB-231	SRX265425|SUM_159PT	SRX265422|SUM_185PE	SRX265423|SUM_185PE	SRX265420|T-47D	SRX3285586|TAMR	SRX3285597|TAMR	SRX3285598|TAMR	SRX055303|U-937	SRX055304|U-937	SRX055305|U-937	SRX055306|U-937	STRING
CXXC4	58.462963	0	0	0	0	0	151	0	0	0	0	0	0	0	497	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	414	277	0	0	0	0	0	0	0	0	125	0	192	136	266	527	0	0	0	0	0	0	0	0
ZNF442	58.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	152	113	273	0	0	0	0	0	0	832	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	136	631	0	0	0	0	0	0	0	0
THAP3	58.444444	90	75	0	0	0	137	95	0	0	106	110	0	0	124	0	204	0	0	0	0	0	0	151	0	121	0	0	0	0	0	0	90	362	0	0	94	0	0	150	74	0	97	285	0	0	226	485	80	0	0	0	0	0	0	0
DMKN	58.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	456	132	0	0	0	0	0	107	0	0	0	747	137	0	0	835	0	0	0	0	0	0	0	0
RAB5C	58.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	253	83	340	0	0	0	0	0	0	196	0	148	0	0	0	0	0	0	137	162	0	0	0	0	0	0	0	0	0	443	0	0	336	1054	0	0	0	0	0	0	0	0
GIGYF1	58.370370	132	141	0	0	0	217	0	0	0	133	73	0	0	139	0	189	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	198	333	0	0	0	99	0	192	142	114	140	165	0	0	321	263	88	0	0	0	0	0	0	0
ZNF649	58.351852	0	0	0	0	0	0	0	0	0	0	0	0	0	337	122	278	0	0	0	0	0	0	448	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	495	695	0	0	0	0	0	0	0	0
SYPL2	58.333333	247	129	0	164	132	239	166	0	0	189	176	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	190	145	0	92	0	0	0	85	0	81	235	129	0	0	147	118	94	0	0	0	0	0	0	0
GALT	58.333333	126	0	0	0	0	78	0	0	0	102	0	0	0	240	148	401	0	0	0	0	0	0	162	0	148	0	0	0	0	0	143	173	161	0	0	105	0	0	0	0	0	99	375	0	0	325	364	0	0	0	0	0	0	0	0
NISCH	58.314815	0	0	0	0	0	72	0	0	0	0	0	0	0	159	0	215	0	0	0	0	0	0	842	0	656	0	0	0	0	0	0	0	201	0	0	0	0	0	88	0	0	0	418	0	0	165	333	0	0	0	0	0	0	0	0
TRAF2	58.296296	106	127	0	0	0	139	0	0	0	134	104	0	0	143	0	127	0	0	0	0	0	0	486	0	475	0	0	0	0	0	103	133	156	0	0	0	0	0	100	0	0	0	124	0	0	221	470	0	0	0	0	0	0	0	0
RIN3	58.277778	171	176	0	164	0	231	0	0	0	268	96	0	0	195	78	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	185	123	0	0	109	0	0	122	125	140	222	194	0	0	0	0	126	0	0	0	0	0	0	0
PITPNM2	58.277778	135	127	0	98	104	193	106	0	0	167	161	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	269	99	0	0	117	0	0	132	131	0	209	299	0	0	119	233	110	0	77	0	0	0	0	0
ZNF611	58.259259	154	100	0	0	0	124	0	0	0	88	0	0	0	95	0	123	0	0	0	0	0	0	485	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	333	803	0	0	0	0	0	0	0	0
HLF	58.240741	97	119	0	0	0	322	0	0	0	233	119	0	0	154	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	90	344	0	0	84	0	0	80	99	0	198	160	0	0	0	346	176	0	97	0	0	0	0	0
ESYT1	58.240741	0	0	0	0	81	155	0	0	0	118	0	0	0	0	0	296	0	0	0	0	0	0	469	0	409	0	0	0	0	0	0	116	233	0	0	0	0	0	104	0	83	114	187	0	0	233	547	0	0	0	0	0	0	0	0
MAPRE1	58.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	128	106	559	0	0	0	0	0	0	120	0	163	0	0	0	0	0	117	123	161	0	0	0	0	0	112	77	81	0	248	0	0	500	649	0	0	0	0	0	0	0	0
CS	58.203704	94	82	0	0	114	68	99	0	0	130	0	0	0	168	97	243	0	0	0	0	0	0	151	0	144	0	0	0	0	0	103	185	137	0	0	0	0	0	139	94	82	0	206	0	0	294	417	96	0	0	0	0	0	0	0
CHST12	58.203704	107	93	0	0	0	194	80	0	0	114	0	0	0	0	0	141	0	0	0	0	0	0	360	0	283	0	0	0	0	0	107	92	117	0	0	0	0	0	110	89	141	168	169	0	0	168	534	76	0	0	0	0	0	0	0
NPTXR	58.166667	91	81	0	0	0	122	0	0	0	111	0	0	0	133	0	158	0	0	0	0	0	0	489	0	356	0	0	0	0	0	131	280	0	0	0	0	0	0	137	0	0	89	261	0	0	323	379	0	0	0	0	0	0	0	0
SPRED2	58.148148	0	0	0	0	0	185	0	0	0	127	0	0	0	173	0	234	0	0	0	0	0	0	270	0	177	0	0	0	0	0	381	284	174	0	0	0	0	0	0	0	0	0	171	100	138	298	428	0	0	0	0	0	0	0	0
FAR2	58.148148	167	136	0	0	0	185	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	115	0	83	0	0	0	0	0	139	294	213	0	0	0	0	0	163	95	118	230	0	0	0	611	344	0	0	0	0	0	0	0	0
MYOM3	58.129630	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	192	0	0	0	0	0	0	0	0	0	0	770	0	0	0	1526	0	0	0	0	0	0	0	0
AURKB	58.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	198	0	0	0	0	0	0	555	0	518	0	0	0	0	0	129	139	189	0	0	0	0	0	0	0	0	0	298	0	0	298	666	0	0	0	0	0	0	0	0
H2AC4	58.092593	0	0	0	0	0	127	0	0	0	0	0	0	0	0	94	319	0	0	0	0	0	0	385	0	367	0	0	0	0	0	214	231	209	0	0	0	0	0	102	110	134	0	280	0	0	273	292	0	0	0	0	0	0	0	0
TXNDC12	58.074074	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	395	0	0	0	0	0	0	461	0	378	0	0	0	0	0	0	230	325	0	0	0	0	0	0	0	0	0	329	0	0	296	350	127	0	0	0	0	0	0	0
CPNE7	58.074074	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	0	0	0	0	0	0	0	0	158	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624	0	0	0	185	0	0	0	0	0	0	0	0
CAMK1	58.055556	197	0	0	80	176	292	98	0	0	123	145	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	191	176	0	0	0	0	0	107	0	0	197	212	0	0	216	285	134	0	0	0	0	0	0	0
ZNF114	58.018519	0	0	0	0	0	92	0	0	0	113	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	482	112	0	0	0	0	0	0	0	118	90	645	0	0	0	958	0	0	0	0	0	0	0	0
PRPSAP2	58.018519	163	0	0	0	0	0	102	0	0	0	0	90	0	126	0	235	0	0	0	0	0	0	386	0	329	122	0	0	0	0	104	0	144	0	0	0	0	0	113	0	181	106	146	0	0	189	435	162	0	0	0	0	0	0	0
PEX12	58.018519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	485	0	470	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	265	131	0	0	990	0	0	0	0	75	0	0	0
PDP2	58.000000	0	82	0	0	0	0	0	0	0	0	0	0	0	0	396	856	0	0	0	0	0	0	306	0	225	0	0	0	0	0	0	111	154	0	0	0	0	0	111	86	74	0	218	0	0	212	301	0	0	0	0	0	0	0	0
ADAMTSL2	58.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	483	0	0	0	0	0	0	0	0	0	0	796	0	0	0	1172	0	0	0	0	0	0	0	0
PRND	57.981481	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	255	0	0	0	0	0	0	0	0	0	0	674	228	0	0	1093	0	0	0	0	0	0	0	0
KISS1R	57.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	247	0	0	0	0	0	0	153	0	114	0	0	0	0	0	301	372	0	0	0	0	0	0	0	0	0	0	1104	0	0	0	750	0	0	0	0	0	0	0	0
TUBB	57.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	197	0	0	0	0	0	0	249	0	221	0	0	0	0	0	259	186	265	0	0	0	0	0	0	0	0	0	345	153	0	290	581	0	0	0	0	0	0	0	0
HOXA1	57.944444	168	128	0	104	0	233	165	0	0	214	125	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	180	181	124	81	123	0	0	189	173	162	185	0	0	0	0	0	104	93	97	0	0	0	0	0
RNF39	57.925926	188	147	0	0	0	250	0	0	0	168	102	0	0	0	129	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	141	127	104	72	0	0	0	79	104	72	229	149	0	0	0	469	128	0	0	0	0	0	0	0
NPFFR1	57.925926	232	148	0	0	0	324	117	0	0	176	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	300	132	0	0	0	0	0	171	168	186	184	103	0	0	0	137	167	84	109	0	0	0	0	0
NBEAL2	57.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	649	0	562	0	0	0	0	0	75	143	106	0	0	0	0	0	0	0	0	0	210	0	172	582	441	0	0	0	0	0	0	0	0
SMPD1	57.907407	90	69	0	0	0	0	0	0	0	0	0	0	0	126	0	238	0	0	0	0	0	0	315	0	226	0	0	0	0	0	167	153	321	0	0	0	0	0	0	0	0	0	381	0	0	367	674	0	0	0	0	0	0	0	0
DPF3	57.888889	146	108	0	0	77	277	59	0	0	188	140	0	0	0	0	114	0	0	0	0	0	0	339	0	230	0	0	0	0	0	131	99	0	0	0	0	0	0	207	129	182	255	0	0	0	139	160	146	0	0	0	0	0	0	0
RCOR2	57.870370	0	0	0	0	0	97	0	0	0	154	0	0	0	153	0	0	0	0	0	0	0	0	215	0	141	0	0	0	0	0	113	122	409	0	0	0	0	0	92	0	0	0	661	0	0	437	531	0	0	0	0	0	0	0	0
CD82	57.870370	0	0	0	0	0	135	0	0	0	101	0	0	0	287	0	91	0	0	0	0	0	0	284	0	195	0	0	0	0	0	123	204	165	0	0	0	0	0	0	0	0	0	275	0	0	430	835	0	0	0	0	0	0	0	0
PRSS48	57.851852	129	0	0	0	0	0	0	0	0	0	0	0	0	294	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	260	0	182	0	0	0	0	0	0	0	0	476	112	0	157	1075	0	0	0	0	0	0	0	0
ZNF407	57.833333	93	0	0	0	0	114	0	0	0	0	0	0	0	131	110	378	0	0	0	0	0	0	96	0	92	0	0	0	0	0	160	149	165	0	0	0	0	0	146	0	129	130	256	0	0	313	540	0	0	0	0	121	0	0	0
LUZP2	57.833333	0	188	0	109	175	304	172	0	0	194	155	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	284	98	0	0	117	0	0	171	0	128	186	0	0	0	220	0	120	0	0	0	0	0	0	0
SLC40A1	57.796296	137	0	0	87	0	0	111	0	0	0	0	0	0	0	147	699	0	0	0	0	0	0	374	0	310	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	101	177	0	0	406	501	0	0	0	0	0	0	0	0
NPM3	57.796296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	194	381	331	258	214	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	213	511	0	0	0	188	491	0	0	0
SPIN2B	57.777778	0	0	0	0	0	113	0	0	0	0	0	0	0	167	125	437	0	0	0	0	0	0	302	0	278	0	0	0	0	0	115	136	220	0	0	0	0	0	0	0	0	0	369	0	0	301	557	0	0	0	0	0	0	0	0
RAB3GAP1	57.759259	0	0	0	0	0	82	0	0	0	65	0	0	0	141	148	279	0	0	0	0	0	0	788	0	701	0	0	0	0	0	150	159	158	0	0	0	0	0	0	0	0	0	82	0	0	0	366	0	0	0	0	0	0	0	0
LRRC20	57.759259	108	0	0	0	0	177	0	0	0	199	0	0	0	311	0	272	0	0	0	0	0	0	434	0	357	0	0	0	0	0	0	100	213	0	0	0	0	0	149	0	0	111	177	0	0	409	102	0	0	0	0	0	0	0	0
C1QL4	57.722222	0	0	0	0	0	0	0	0	0	105	0	0	0	116	0	116	0	0	0	0	0	0	262	0	230	0	0	0	0	0	139	305	155	0	0	0	0	0	0	0	0	0	328	0	0	236	1125	0	0	0	0	0	0	0	0
SIN3B	57.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	112	0	0	0	0	0	0	592	0	485	0	0	0	0	0	0	110	460	0	0	0	0	0	0	0	0	0	420	0	0	286	537	0	0	0	0	0	0	0	0
KRTCAP3	57.703704	260	154	0	107	138	133	0	0	0	188	87	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	351	175	85	130	0	0	0	167	85	178	101	149	0	0	0	0	118	0	79	0	0	0	0	0
STOX2	57.666667	120	0	0	103	132	269	0	0	0	127	100	0	0	143	95	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	199	155	0	0	0	0	0	140	120	110	152	301	0	0	296	0	134	0	96	0	0	0	0	0
GXYLT2	57.666667	129	180	0	0	0	115	142	0	0	116	165	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	218	0	84	101	0	0	150	98	100	205	194	0	0	220	359	142	0	68	0	0	0	0	0
ZNF808	57.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	134	0	0	0	0	0	0	492	0	486	0	0	0	0	0	94	0	80	0	0	0	0	0	0	71	0	0	277	0	93	561	755	0	0	0	0	0	0	0	0
ZNF765-ZNF761	57.629630	0	0	0	0	0	110	0	0	0	114	82	0	0	0	0	242	0	0	0	0	0	0	826	0	742	0	0	0	0	0	103	0	0	0	0	0	0	0	107	0	0	0	201	0	0	119	466	0	0	0	0	0	0	0	0
ZNF765	57.629630	0	0	0	0	0	110	0	0	0	114	82	0	0	0	0	242	0	0	0	0	0	0	826	0	742	0	0	0	0	0	103	0	0	0	0	0	0	0	107	0	0	0	201	0	0	119	466	0	0	0	0	0	0	0	0
CASP9	57.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	524	0	0	0	0	0	151	176	331	0	0	0	0	0	0	0	0	0	190	0	0	561	557	0	0	0	0	0	0	0	0
COL1A2	57.574074	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	276	537	0	0	0	0	0	0	0	0	0	527	167	325	532	219	0	0	0	0	0	0	0	0
LOC102724951	57.537037	133	0	0	0	0	206	0	0	0	151	137	0	0	0	0	220	0	0	0	0	0	0	497	0	392	0	0	0	0	0	115	0	225	0	0	0	0	0	159	91	129	138	0	0	0	254	260	0	0	0	0	0	0	0	0
LOC102724843	57.537037	133	0	0	0	0	206	0	0	0	151	137	0	0	0	0	220	0	0	0	0	0	0	497	0	392	0	0	0	0	0	115	0	225	0	0	0	0	0	159	91	129	138	0	0	0	254	260	0	0	0	0	0	0	0	0
LOC102724219	57.537037	133	0	0	0	0	206	0	0	0	151	137	0	0	0	0	220	0	0	0	0	0	0	497	0	392	0	0	0	0	0	115	0	225	0	0	0	0	0	159	91	129	138	0	0	0	254	260	0	0	0	0	0	0	0	0
KDM4B	57.537037	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	137	0	0	0	0	0	0	1028	0	820	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	224	0	0	298	250	0	0	0	0	0	0	0	0
KNSTRN	57.518519	111	0	0	0	0	187	0	0	0	95	0	0	0	210	0	223	0	0	0	0	0	0	240	0	180	0	0	0	0	0	123	119	154	0	0	0	0	0	118	0	129	72	127	0	0	295	723	0	0	0	0	0	0	0	0
ATP6V0A1	57.518519	0	0	0	0	0	0	101	0	0	0	0	0	0	188	0	514	0	0	0	0	0	0	267	0	263	0	0	0	0	0	106	137	273	0	0	0	0	0	0	0	0	0	248	0	0	171	838	0	0	0	0	0	0	0	0
METTL16	57.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	247	0	0	0	0	0	0	377	0	310	284	90	309	127	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	122	237	0	0	0	173	548	65	0	0
CIBAR2	57.462963	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	703	723	253	0	0	0	161	0	188	229	0	0	0	0	109	269	0	0	0	0	0	0	0	0
CHAC1	57.444444	92	0	0	0	0	139	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	474	0	394	0	0	0	0	0	128	192	195	0	0	0	0	0	90	77	0	120	118	0	0	505	449	0	0	0	0	0	0	0	0
KLHL26	57.425926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	468	0	324	0	0	0	0	0	133	277	305	0	0	0	0	0	0	0	0	0	222	0	0	526	489	0	0	0	0	109	0	0	0
HJURP	57.425926	0	0	0	0	0	134	0	0	0	92	0	0	0	0	129	527	0	0	0	0	0	0	387	0	309	0	0	0	0	0	137	163	206	0	0	0	0	0	0	0	134	104	196	0	0	194	389	0	0	0	0	0	0	0	0
CHMP4A	57.425926	0	0	0	0	0	0	0	0	0	0	0	0	0	120	138	585	0	0	0	0	0	0	329	0	267	0	0	0	0	0	196	269	136	0	0	0	0	0	0	0	0	0	232	0	0	360	469	0	0	0	0	0	0	0	0
HEATR3	57.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	114	198	592	0	0	0	0	0	0	311	0	280	0	0	0	0	0	141	145	143	0	0	123	0	0	0	0	85	0	238	0	0	246	347	137	0	0	0	0	0	0	0
H2BC8	57.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	376	0	0	0	0	0	0	825	0	786	0	0	0	0	0	83	0	124	0	0	0	0	0	0	0	0	0	0	0	0	317	469	0	0	0	0	0	0	0	0
H2AC8	57.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	376	0	0	0	0	0	0	825	0	786	0	0	0	0	0	83	0	124	0	0	0	0	0	0	0	0	0	0	0	0	317	469	0	0	0	0	0	0	0	0
FBXO17	57.370370	127	134	0	138	0	265	112	0	0	178	116	0	0	0	0	286	0	0	0	0	0	0	150	0	158	0	0	0	0	0	105	154	130	0	0	87	0	0	95	98	119	185	156	0	0	0	305	0	0	0	0	0	0	0	0
DDIT3	57.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	96	0	0	0	0	0	0	805	0	778	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	152	0	0	253	635	0	0	0	0	0	0	0	0
ZNF134	57.351852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	321	0	230	0	0	0	0	0	95	146	171	0	0	0	0	0	0	0	0	0	224	0	0	754	668	98	0	0	0	0	0	0	0
RHOG	57.351852	115	0	0	0	0	84	0	0	0	0	0	0	0	231	92	369	0	0	0	0	0	0	96	0	0	0	0	0	0	0	131	165	153	0	0	0	0	0	0	0	0	0	587	141	0	255	506	172	0	0	0	0	0	0	0
POLD1	57.351852	0	0	0	0	0	0	0	0	0	0	0	0	0	109	118	373	0	0	0	0	0	0	349	0	272	0	0	0	0	0	145	179	293	0	0	0	0	0	0	0	0	0	330	0	0	230	699	0	0	0	0	0	0	0	0
CYHR1	57.351852	79	0	0	0	0	0	0	0	0	0	0	0	0	359	0	133	0	0	0	0	0	0	205	0	128	0	0	0	0	0	106	242	240	0	0	184	0	0	0	173	151	0	256	0	0	259	582	0	0	0	0	0	0	0	0
LMO7	57.333333	88	92	0	0	0	190	105	0	0	194	118	0	0	0	0	393	0	0	0	0	0	0	167	0	140	0	0	0	0	0	0	153	140	0	0	0	0	0	118	128	0	162	138	0	0	238	235	136	92	69	0	0	0	0	0
DROSHA	57.333333	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	506	0	419	0	0	0	0	0	80	98	184	0	0	0	0	0	0	0	0	0	268	0	0	476	480	0	0	0	0	183	0	0	0
C5orf22	57.333333	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	506	0	419	0	0	0	0	0	80	98	184	0	0	0	0	0	0	0	0	0	268	0	0	476	480	0	0	0	0	183	0	0	0
PLEKHD1	57.296296	111	92	0	92	0	188	113	0	0	250	159	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	133	214	0	130	152	0	0	115	70	145	193	0	0	0	351	250	136	0	0	0	0	0	0	0
CEP170B	57.296296	167	0	0	0	0	110	0	0	0	107	0	0	0	115	0	139	0	0	0	0	0	0	196	0	0	0	0	0	0	0	106	203	256	0	0	96	0	0	151	130	116	0	266	0	0	266	477	102	0	91	0	0	0	0	0
SPO11	57.277778	0	201	0	141	143	0	143	152	105	126	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	415	0	0	88	0	0	122	0	0	200	142	0	0	0	0	199	232	93	105	0	0	0	0	0
C11orf52	57.277778	0	0	0	0	0	117	0	0	0	96	0	0	0	593	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	126	194	0	0	159	0	0	132	127	124	95	0	0	0	165	740	114	0	0	0	0	0	0	0
GASK1B	57.240741	141	0	0	0	0	184	0	0	0	192	109	0	0	80	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	232	0	0	0	0	0	185	187	196	224	154	0	0	160	608	0	0	0	0	0	0	0	0
TSEN34	57.222222	131	93	0	0	0	153	113	0	0	106	0	0	0	0	0	265	0	0	0	0	0	0	183	0	166	0	0	0	0	0	109	158	156	0	0	0	0	0	112	113	99	90	315	0	0	296	319	113	0	0	0	0	0	0	0
SDAD1	57.203704	132	0	0	0	0	153	0	0	0	0	0	0	0	293	90	328	0	0	0	0	0	0	204	0	186	212	0	0	0	0	0	105	217	0	0	0	0	0	90	0	0	0	0	0	0	345	426	0	0	0	0	308	0	0	0
ZNF804B	57.185185	81	244	0	137	136	241	159	100	131	238	155	93	103	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	136	127	0	0	75	0	0	0	110	96	134	0	0	0	77	0	138	77	77	0	0	0	0	0
SIGMAR1	57.185185	0	0	0	0	0	161	0	0	0	73	0	0	0	321	131	464	0	0	0	0	0	0	130	0	118	0	0	0	0	0	135	220	218	0	0	0	0	0	0	0	0	93	400	0	0	242	382	0	0	0	0	0	0	0	0
RABEPK	57.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	286	0	0	0	0	0	0	549	0	474	0	0	0	0	0	0	137	123	0	0	0	0	0	0	0	0	0	174	0	0	503	646	0	0	0	0	0	0	0	0
DDR1	57.185185	0	0	0	0	0	0	102	0	0	0	94	0	0	205	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	291	276	0	0	0	0	0	100	0	0	0	476	0	0	238	704	88	0	0	0	0	0	0	0
SMG9	57.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	190	139	316	0	0	0	0	0	0	436	0	407	0	0	0	0	0	194	174	287	0	0	0	0	0	0	0	0	0	218	0	0	353	373	0	0	0	0	0	0	0	0
OAZ1	57.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	196	0	0	0	0	0	0	733	0	631	0	0	0	0	0	0	0	282	0	0	91	0	0	0	0	0	0	262	0	0	354	357	0	0	0	0	0	0	0	0
BMF	57.092593	154	0	0	0	0	0	120	0	0	0	0	0	0	335	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	242	411	0	0	91	0	0	0	0	0	0	239	0	0	200	824	0	0	0	0	0	0	0	0
ABCG1	57.092593	167	213	0	95	142	205	0	0	0	191	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	115	214	0	0	100	0	0	171	156	84	151	0	0	0	310	177	155	93	124	0	0	0	0	0
UBE2F	57.074074	160	97	0	0	0	162	0	0	0	131	86	0	0	202	0	355	0	0	0	0	0	0	129	0	0	0	0	0	0	0	133	216	152	0	0	0	0	0	110	0	101	126	137	0	0	345	364	76	0	0	0	0	0	0	0
CDK5	57.074074	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	106	0	0	0	0	0	0	457	0	333	0	0	0	0	0	0	175	179	0	0	0	0	0	0	0	0	0	375	0	0	308	722	0	0	0	0	0	0	0	0
ZNF618	57.055556	150	154	0	189	104	178	154	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	165	97	97	0	0	300	142	137	115	197	0	0	77	109	114	0	142	0	0	0	0	0
VAMP2	57.055556	103	0	0	0	0	0	141	0	0	122	0	0	0	221	0	121	0	0	0	0	0	0	149	0	118	0	0	0	0	0	0	163	363	0	110	0	0	0	102	135	137	62	234	0	0	351	367	82	0	0	0	0	0	0	0
SATB2	57.000000	160	0	0	0	0	79	0	0	0	95	0	0	0	0	0	347	0	0	0	0	0	0	234	0	192	0	0	0	0	0	183	401	158	0	0	116	0	0	182	202	142	83	162	0	0	119	223	0	0	0	0	0	0	0	0
NEIL1	56.981481	123	146	0	0	100	181	0	0	0	146	143	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	144	210	0	0	0	0	0	159	0	62	191	247	0	0	221	645	0	0	0	0	0	0	0	0
SLC4A2	56.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	155	0	0	0	0	0	0	457	0	333	0	0	0	0	0	0	119	179	0	0	0	0	0	0	0	0	0	375	0	0	308	722	0	0	0	0	0	0	0	0
ESYT3	56.944444	0	0	0	0	0	121	0	0	0	0	0	0	0	234	248	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	192	342	0	0	0	0	0	0	0	0	101	179	0	0	406	225	0	0	0	0	0	0	0	0
PHKA2	56.925926	73	0	0	0	0	140	0	0	0	0	0	0	0	126	0	300	0	0	0	0	0	0	392	0	329	0	0	0	0	0	141	92	210	0	0	0	0	0	0	0	0	0	150	0	0	233	738	0	0	0	0	150	0	0	0
